trial,candidate_id,model,fraction,seed,checkpoint_selection,learning_rate,weight_decay,structure_dropout,epochs_completed,stop_reason,elapsed_seconds,selected_epoch,val_loss_global_sign,val_loss_magnitude,val_loss_position,val_loss_relative_sign,val_loss_structure,val_loss_total,val_absolute_sign_accuracy,val_absolute_sign_set_accuracy,val_charge_mae,val_charge_magnitude_mae,val_global_invariant_charge_mae,val_global_sign_accuracy,val_global_sign_bce,val_mean_position_3d_error,val_mean_position_mae,val_observations_per_sample,val_observed_sample_fraction,val_pairwise_relative_sign_accuracy,val_position_mae_x,val_position_mae_y,val_position_mae_z,val_relative_configuration_accuracy,val_relative_sign_accuracy
dropout020__g05_full_reconstruction__g1__s43,dropout020,g05_full_reconstruction,1.0,43,structure,0.001,0.0001,0.2,92,early_stopping,92.1891988000134,72,0.33959106159210206,0.07233227688074112,0.42954791569709777,0.07124911367893219,0.5731293087005616,0.9127203702926636,0.870999984741211,0.835,0.2935436096191406,0.1519878749847412,0.18067916870117187,0.855,0.33959106063842776,0.7245429534912109,0.3550788650512695,32.0,1.0,0.9583999862670899,0.4161910858154297,0.438502197265625,0.21054326248168945,0.926,0.9648000030517578
dropout020__g05_full_reconstruction__g1__s43,dropout020,g05_full_reconstruction,1.0,43,total,0.001,0.0001,0.2,92,early_stopping,92.1891988000134,72,0.33959106159210206,0.07233227688074112,0.42954791569709777,0.07124911367893219,0.5731293087005616,0.9127203702926636,0.870999984741211,0.835,0.2935436096191406,0.1519878749847412,0.18067916870117187,0.855,0.33959106063842776,0.7245429534912109,0.3550788650512695,32.0,1.0,0.9583999862670899,0.4161910858154297,0.438502197265625,0.21054326248168945,0.926,0.9648000030517578
dropout020__g05_sign_only__g0.1__s43,dropout020,g05_sign_only,0.1,43,structure,0.001,0.0001,0.2,65,early_stopping,55.49616039998364,45,0.3735934772491455,0.07367678439617156,0.4471487092971802,0.06263412797451019,0.5834596276283264,0.9570531048774719,0.852599998474121,0.812,0.3174375,0.15544664001464845,0.18889538764953615,0.829,0.3735934753417969,0.7390159378051758,0.36313969039916993,3.0,1.0,0.9526000061035156,0.42370867919921873,0.4465967712402344,0.21911361503601073,0.916,0.9603999786376953
dropout020__g05_sign_only__g0.1__s43,dropout020,g05_sign_only,0.1,43,total,0.001,0.0001,0.2,65,early_stopping,55.49616039998364,45,0.3735934772491455,0.07367678439617156,0.4471487092971802,0.06263412797451019,0.5834596276283264,0.9570531048774719,0.852599998474121,0.812,0.3174375,0.15544664001464845,0.18889538764953615,0.829,0.3735934753417969,0.7390159378051758,0.36313969039916993,3.0,1.0,0.9526000061035156,0.42370867919921873,0.4465967712402344,0.21911361503601073,0.916,0.9603999786376953
dropout020__g05_sign_only__g0.25__s43,dropout020,g05_sign_only,0.25,43,structure,0.001,0.0001,0.2,65,early_stopping,53.832017400010955,45,0.3538948214054108,0.07367678439617156,0.4471487092971802,0.06263412797451019,0.5834596276283264,0.9373544490337371,0.8768000030517578,0.837,0.28946862030029297,0.15544664001464845,0.18889538764953615,0.858,0.35389482116699217,0.7390159378051758,0.36313969039916993,8.0,1.0,0.9526000061035156,0.42370867919921873,0.4465967712402344,0.21911361503601073,0.916,0.9603999786376953
dropout020__g05_sign_only__g0.25__s43,dropout020,g05_sign_only,0.25,43,total,0.001,0.0001,0.2,65,early_stopping,53.832017400010955,45,0.3538948214054108,0.07367678439617156,0.4471487092971802,0.06263412797451019,0.5834596276283264,0.9373544490337371,0.8768000030517578,0.837,0.28946862030029297,0.15544664001464845,0.18889538764953615,0.858,0.35389482116699217,0.7390159378051758,0.36313969039916993,8.0,1.0,0.9526000061035156,0.42370867919921873,0.4465967712402344,0.21911361503601073,0.916,0.9603999786376953
dropout020__g05_sign_only__g0.5__s43,dropout020,g05_sign_only,0.5,43,structure,0.001,0.0001,0.2,65,early_stopping,54.487657899968326,45,0.34730603218078615,0.07367678439617156,0.4471487092971802,0.06263412797451019,0.5834596276283264,0.9307656598091125,0.8726000137329102,0.833,0.29512893295288084,0.15544664001464845,0.18889538764953615,0.857,0.3473060302734375,0.7390159378051758,0.36313969039916993,16.0,1.0,0.9526000061035156,0.42370867919921873,0.4465967712402344,0.21911361503601073,0.916,0.9603999786376953
dropout020__g05_sign_only__g0.5__s43,dropout020,g05_sign_only,0.5,43,total,0.001,0.0001,0.2,65,early_stopping,54.487657899968326,45,0.34730603218078615,0.07367678439617156,0.4471487092971802,0.06263412797451019,0.5834596276283264,0.9307656598091125,0.8726000137329102,0.833,0.29512893295288084,0.15544664001464845,0.18889538764953615,0.857,0.3473060302734375,0.7390159378051758,0.36313969039916993,16.0,1.0,0.9526000061035156,0.42370867919921873,0.4465967712402344,0.21911361503601073,0.916,0.9603999786376953
dropout020__g05_sign_only__g0.75__s43,dropout020,g05_sign_only,0.75,43,structure,0.001,0.0001,0.2,65,early_stopping,54.860078099998645,45,0.34147874236106873,0.07367678439617156,0.4471487092971802,0.06263412797451019,0.5834596276283264,0.9249383699893952,0.8715999984741211,0.833,0.2959074859619141,0.15544664001464845,0.18889538764953615,0.852,0.3414787406921387,0.7390159378051758,0.36313969039916993,24.0,1.0,0.9526000061035156,0.42370867919921873,0.4465967712402344,0.21911361503601073,0.916,0.9603999786376953
dropout020__g05_sign_only__g0.75__s43,dropout020,g05_sign_only,0.75,43,total,0.001,0.0001,0.2,65,early_stopping,54.860078099998645,45,0.34147874236106873,0.07367678439617156,0.4471487092971802,0.06263412797451019,0.5834596276283264,0.9249383699893952,0.8715999984741211,0.833,0.2959074859619141,0.15544664001464845,0.18889538764953615,0.852,0.3414787406921387,0.7390159378051758,0.36313969039916993,24.0,1.0,0.9526000061035156,0.42370867919921873,0.4465967712402344,0.21911361503601073,0.916,0.9603999786376953
dropout020__g05_sign_only__g0__s43,dropout020,g05_sign_only,0.0,43,structure,0.001,0.0001,0.2,65,early_stopping,43.610173999972176,45,,0.07367678439617156,0.4471487092971802,0.06263412797451019,0.5834596276283264,0.5834596276283264,,,0.18889538764953615,0.15544664001464845,0.18889538764953615,,,0.7390159378051758,0.36313969039916993,0.0,0.0,0.9526000061035156,0.42370867919921873,0.4465967712402344,0.21911361503601073,0.916,0.9603999786376953
dropout020__g05_sign_only__g0__s43,dropout020,g05_sign_only,0.0,43,total,0.001,0.0001,0.2,65,early_stopping,43.610173999972176,45,,0.07367678439617156,0.4471487092971802,0.06263412797451019,0.5834596276283264,0.5834596276283264,,,0.18889538764953615,0.15544664001464845,0.18889538764953615,,,0.7390159378051758,0.36313969039916993,0.0,0.0,0.9526000061035156,0.42370867919921873,0.4465967712402344,0.21911361503601073,0.916,0.9603999786376953
dropout020__g05_sign_only__g1__s43,dropout020,g05_sign_only,1.0,43,structure,0.001,0.0001,0.2,65,early_stopping,55.2783163000131,45,0.3373876571655273,0.07367678439617156,0.4471487092971802,0.06263412797451019,0.5834596276283264,0.9208472847938537,0.8723999938964844,0.834,0.29546361541748045,0.15544664001464845,0.18889538764953615,0.856,0.3373876552581787,0.7390159378051758,0.36313969039916993,32.0,1.0,0.9526000061035156,0.42370867919921873,0.4465967712402344,0.21911361503601073,0.916,0.9603999786376953
dropout020__g05_sign_only__g1__s43,dropout020,g05_sign_only,1.0,43,total,0.001,0.0001,0.2,65,early_stopping,55.2783163000131,45,0.3373876571655273,0.07367678439617156,0.4471487092971802,0.06263412797451019,0.5834596276283264,0.9208472847938537,0.8723999938964844,0.834,0.29546361541748045,0.15544664001464845,0.18889538764953615,0.856,0.3373876552581787,0.7390159378051758,0.36313969039916993,32.0,1.0,0.9526000061035156,0.42370867919921873,0.4465967712402344,0.21911361503601073,0.916,0.9603999786376953
