protocol_fingerprint,checkpoint_selection,model,g05_fraction,g05_count_per_sample,run_count,seeds,selected_epochs_by_seed,selected_validation_losses_by_seed,run_fingerprints_by_seed,global_sign_in_selection_objective,global_sign_metrics_note,position_mae_x_count,position_mae_x_mean,position_mae_x_std,position_mae_y_count,position_mae_y_mean,position_mae_y_std,position_mae_z_count,position_mae_z_mean,position_mae_z_std,mean_position_mae_count,mean_position_mae_mean,mean_position_mae_std,mean_position_3d_error_count,mean_position_3d_error_mean,mean_position_3d_error_std,charge_magnitude_mae_count,charge_magnitude_mae_mean,charge_magnitude_mae_std,relative_sign_accuracy_count,relative_sign_accuracy_mean,relative_sign_accuracy_std,relative_configuration_accuracy_count,relative_configuration_accuracy_mean,relative_configuration_accuracy_std,pairwise_relative_sign_accuracy_count,pairwise_relative_sign_accuracy_mean,pairwise_relative_sign_accuracy_std,global_sign_accuracy_count,global_sign_accuracy_mean,global_sign_accuracy_std,global_sign_bce_count,global_sign_bce_mean,global_sign_bce_std,absolute_sign_accuracy_count,absolute_sign_accuracy_mean,absolute_sign_accuracy_std,absolute_sign_set_accuracy_count,absolute_sign_set_accuracy_mean,absolute_sign_set_accuracy_std,charge_mae_count,charge_mae_mean,charge_mae_std,global_invariant_charge_mae_count,global_invariant_charge_mae_mean,global_invariant_charge_mae_std
1692babe9d2153d97a0706d0bece7194c22c1fc53b7f215c8f2260f0b820046c,structure,g05_full_reconstruction,0.0,0,1,41,"{""41"":37}","{""41"":0.5906645221710205}","{""41"":""8ea078f3c54310bed7eab8fd12c9c6870c9e0b8481d3d4e7e9d6aee0ab7efa9d""}",False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,1,0.44510157012939455,,1,0.41491066360473633,,1,0.2198360366821289,,1,0.35994944763183595,,1,0.7332394638061523,,1,0.15552479934692381,,1,0.9627999954223633,,1,0.915,,1,0.9505999984741211,,0,,,0,,,0,,,0,,,1,0.19086493301391602,,1,0.19086493301391602,
1692babe9d2153d97a0706d0bece7194c22c1fc53b7f215c8f2260f0b820046c,structure,g05_full_reconstruction,0.1,3,1,41,"{""41"":37}","{""41"":0.5920841226577759}","{""41"":""3a047e27a893b61e027d1491b19302afb82116a9c618c4436dd44fb787c7a423""}",False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,1,0.44955273056030276,,1,0.41216368865966796,,1,0.2227170238494873,,1,0.36147782516479493,,1,0.7362384490966797,,1,0.15554253387451172,,1,0.9575999984741211,,1,0.909,,1,0.9484000015258789,,1,0.851,,1,0.3639967727661133,,1,0.8613999938964844,,1,0.818,,1,0.3086505813598633,,1,0.19257705116271973,
1692babe9d2153d97a0706d0bece7194c22c1fc53b7f215c8f2260f0b820046c,structure,g05_full_reconstruction,0.25,8,1,41,"{""41"":28}","{""41"":0.6034815797805786}","{""41"":""6b8f65cff0c49a3913bff0c564effbb843b429f5fbde352cb92cbac083a8260f""}",False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,1,0.46493579864501955,,1,0.4046020622253418,,1,0.22235004806518555,,1,0.36396265792846677,,1,0.7453684921264648,,1,0.15650859451293944,,1,0.9579999923706055,,1,0.908,,1,0.9473999938964843,,1,0.855,,1,0.3605832214355469,,1,0.8722000045776367,,1,0.829,,1,0.29765269088745117,,1,0.1938388271331787,
1692babe9d2153d97a0706d0bece7194c22c1fc53b7f215c8f2260f0b820046c,structure,g05_full_reconstruction,0.5,16,1,41,"{""41"":25}","{""41"":0.6160225253105164}","{""41"":""2e76912911c39b01d6ff4e40ce27742f781297ee8899de83b8ce0cade350b129""}",False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,1,0.4767391967773438,,1,0.43863385009765626,,1,0.224801664352417,,1,0.38005825424194334,,1,0.775558120727539,,1,0.1560696201324463,,1,0.9575999908447266,,1,0.908,,1,0.9475999984741211,,1,0.86,,1,0.35395320892333987,,1,0.88,,1,0.84,,1,0.28798665046691896,,1,0.19319739151000975,
1692babe9d2153d97a0706d0bece7194c22c1fc53b7f215c8f2260f0b820046c,structure,g05_full_reconstruction,0.75,24,1,41,"{""41"":34}","{""41"":0.602596776008606}","{""41"":""1880b8d860fe4bd6a5ef849cc1d83f74d3806886f50134656ec03d4ff2c18b6f""}",False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,1,0.46193317794799804,,1,0.4041538581848145,,1,0.22417337799072265,,1,0.3634201507568359,,1,0.74100244140625,,1,0.15620050430297852,,1,0.9567999877929687,,1,0.904,,1,0.9448000106811524,,1,0.867,,1,0.34574879455566404,,1,0.8758000030517578,,1,0.831,,1,0.29477050399780275,,1,0.19695333671569823,
1692babe9d2153d97a0706d0bece7194c22c1fc53b7f215c8f2260f0b820046c,structure,g05_full_reconstruction,1.0,32,1,41,"{""41"":35}","{""41"":0.6009179449081421}","{""41"":""acf3506459d6e62455fedcc8350d9ccff12c10b0d636787f2b15c50adf587839""}",False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,1,0.4664375076293945,,1,0.4214212532043457,,1,0.22389054489135743,,1,0.37058311462402344,,1,0.7555088500976562,,1,0.1549491500854492,,1,0.9579999923706055,,1,0.906,,1,0.9458000183105468,,1,0.866,,1,0.3399958381652832,,1,0.8800000076293946,,1,0.836,,1,0.289014705657959,,1,0.19488438606262207,
1692babe9d2153d97a0706d0bece7194c22c1fc53b7f215c8f2260f0b820046c,structure,g05_sign_only,0.0,0,1,41,"{""41"":37}","{""41"":0.5906645221710205}","{""41"":""f56e5ea3c50e73b994d46437056b262e27904035ea2e1c76c2459729f9c1064a""}",False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,1,0.44510157012939455,,1,0.41491066360473633,,1,0.2198360366821289,,1,0.35994944763183595,,1,0.7332394638061523,,1,0.15552479934692381,,1,0.9627999954223633,,1,0.915,,1,0.9505999984741211,,0,,,0,,,0,,,0,,,1,0.19086493301391602,,1,0.19086493301391602,
1692babe9d2153d97a0706d0bece7194c22c1fc53b7f215c8f2260f0b820046c,structure,g05_sign_only,0.1,3,1,41,"{""41"":37}","{""41"":0.5906645221710205}","{""41"":""10a71341c43e86540f62585616f51216b27df464dae87373c754e7a41ff7aab5""}",False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,1,0.44510157012939455,,1,0.41491066360473633,,1,0.2198360366821289,,1,0.35994944763183595,,1,0.7332394638061523,,1,0.15552479934692381,,1,0.9627999954223633,,1,0.915,,1,0.9505999984741211,,1,0.85,,1,0.3634685592651367,,1,0.8695999984741211,,1,0.831,,1,0.2983264942169189,,1,0.19086493301391602,
1692babe9d2153d97a0706d0bece7194c22c1fc53b7f215c8f2260f0b820046c,structure,g05_sign_only,0.25,8,1,41,"{""41"":37}","{""41"":0.5906645221710205}","{""41"":""662874c8682f33b52660fee3c6fa957e8d979097880ac7f50528d965ef21a6b9""}",False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,1,0.44510157012939455,,1,0.41491066360473633,,1,0.2198360366821289,,1,0.35994944763183595,,1,0.7332394638061523,,1,0.15552479934692381,,1,0.9627999954223633,,1,0.915,,1,0.9505999984741211,,1,0.864,,1,0.34991401290893553,,1,0.8867999954223633,,1,0.847,,1,0.2781946067810059,,1,0.19086493301391602,
1692babe9d2153d97a0706d0bece7194c22c1fc53b7f215c8f2260f0b820046c,structure,g05_sign_only,0.5,16,1,41,"{""41"":37}","{""41"":0.5906645221710205}","{""41"":""c565131aab8b430b2ab0a6f95e28c0c55fcef42fd30500bb22b6fe4abc539298""}",False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,1,0.44510157012939455,,1,0.41491066360473633,,1,0.2198360366821289,,1,0.35994944763183595,,1,0.7332394638061523,,1,0.15552479934692381,,1,0.9627999954223633,,1,0.915,,1,0.9505999984741211,,1,0.862,,1,0.3452809066772461,,1,0.88,,1,0.841,,1,0.2870969715118408,,1,0.19086493301391602,
