epoch,train_total,train_structure,train_position,train_magnitude,train_relative_sign,train_global_sign,validation_total,validation_structure,validation_position,validation_magnitude,validation_relative_sign,validation_global_sign
1,1.8110475873947145,1.1373824968338013,0.816540002822876,0.10035754245519637,0.2204849454164505,0.6736650905609131,1.5826165480613708,0.9520403304100037,0.7539506363868713,0.08528685158491135,0.11280284702777862,0.6305762176513672
2,1.438463092803955,0.8988807029724121,0.7295927248001098,0.08455127894878388,0.08473670262098312,0.5395823898315429,1.3518132944107055,0.8682445378303528,0.7114974002838135,0.08064839345216751,0.07609875500202179,0.4835687565803528
3,1.2508467969894408,0.8446647863388062,0.6898355140686036,0.08153132635354995,0.0732979479432106,0.40618201065063475,1.228139398097992,0.8249480657577515,0.6761745915412903,0.0798064975142479,0.06896697235107421,0.40319133234024046
4,1.161331418991089,0.8027623095512391,0.6563953251838684,0.07994844597578049,0.06641854041814804,0.3585691094398499,1.1771025743484498,0.797703577041626,0.6494824719429017,0.08116307634115219,0.06705802777409553,0.37939899730682375
5,1.1130339028835297,0.7692870512008667,0.6254486846923828,0.07977061420679092,0.06406775406002999,0.34374685168266295,1.1510193581581116,0.7774225616455078,0.6235325779914856,0.08041318589448929,0.07347678971290589,0.37359679651260375
6,1.0768795347213747,0.7406423101425171,0.6021190924644471,0.07910754323005677,0.05941567432880401,0.3362372245788574,1.1149853475093843,0.7330977864265442,0.592727430343628,0.07706619304418563,0.06330418127775192,0.38188756108283994
7,1.0528610999584198,0.7215131950378418,0.5842854928970337,0.07836179810762406,0.058865901112556455,0.33134790492057803,1.0798499908447265,0.7190882558822632,0.5764997429847717,0.0784972460269928,0.06409127607941628,0.3607617349624634
8,1.0273450906276702,0.7007002100944519,0.5666181545257568,0.07791693812608719,0.05616511598229408,0.3266448805332184,1.0453574736118316,0.6882467956542969,0.5545366005897522,0.07613404762744903,0.057576139271259305,0.3571106779575348
9,1.0071078295707703,0.6840997076034546,0.5514733505249023,0.07761184865236283,0.05501450651884079,0.32300812196731565,1.0461853098869325,0.6808483667373657,0.5452186269760132,0.07617853963375092,0.05945119014382362,0.36533694314956666
10,1.002195659160614,0.6788460369110108,0.5456610422134399,0.07734347248077393,0.05584152454137802,0.3233496222496033,1.029391541481018,0.675168249130249,0.5374694790840149,0.0771069821715355,0.06059178805351257,0.35422329235076905
