epoch,train_total,train_structure,train_position,train_magnitude,train_relative_sign,train_global_sign,validation_total,validation_structure,validation_position,validation_magnitude,validation_relative_sign,validation_global_sign
1,1.8035521368980407,1.117595072746277,0.7847862601280212,0.09400425070524215,0.23880456292629243,0.6859570641517639,1.601012020587921,0.9285180616378784,0.7434066319465638,0.08399296343326569,0.10111846566200257,0.6724939589500427
2,1.5084036378860475,0.8819222326278686,0.7145906949043274,0.083623395383358,0.08370814222097397,0.6264814052581787,1.413364336490631,0.8435898180007935,0.6870282397270203,0.08017283338308334,0.07638876020908356,0.5697745184898376
3,1.3279346108436585,0.8273934683799744,0.6728379740715027,0.08147148406505585,0.07308401307463645,0.5005411424636841,1.2552369844913482,0.7927640676498413,0.6418110380172729,0.07891921079158783,0.07203381532430649,0.46247291684150693
4,1.1943237838745118,0.7772010531425476,0.6320986361503601,0.07943982291221618,0.06566259604692459,0.4171227307319641,1.1546977925300599,0.7396781597137451,0.5965912175178528,0.07888406014442444,0.06420288869738579,0.4150196328163147
5,1.1336337614059449,0.7427768139839173,0.6012773661613464,0.07869051790237427,0.06280893561244011,0.3908569474220276,1.1277975323200224,0.7273712725639343,0.5851646556854248,0.07714967828989029,0.06505692964792252,0.40042625975608825
6,1.0936105527877806,0.7161416563987731,0.580179609298706,0.07765712809562683,0.058304916977882384,0.37746889638900755,1.0990732879638672,0.7061777949333191,0.5627335362434387,0.07923478883504867,0.06420947751402854,0.3928954930305481
7,1.0702254552841186,0.6983700551986695,0.5644180121421813,0.07758563762903213,0.056366404950618745,0.3718554000854492,1.0989493007659912,0.7074316902160644,0.5677545528411865,0.07702216851711273,0.06265497449040412,0.39151761054992673
8,1.0545376284122467,0.6857530655860901,0.5524106922149659,0.07684768164157868,0.05649469029903412,0.3687845628261566,1.0611103739738463,0.6736608295440674,0.537266037940979,0.0758365740776062,0.06055822256207466,0.3874495444297791
9,1.04072709274292,0.6744022326469421,0.5410320634841919,0.07670093470811844,0.05666923627257347,0.36632486009597776,1.0433495531082153,0.6602653298377991,0.5258927297592163,0.0758777607679367,0.05849484384059906,0.38308422327041625
10,1.0252307031154633,0.6612743067741395,0.5311468122005463,0.0760823889374733,0.05404510658979416,0.3639563963413239,1.0375021317005158,0.6529748473167419,0.5200699501037598,0.07538053792715073,0.05752436476945877,0.3845272843837738
11,1.0090371234416962,0.6462512502670288,0.5172253527641296,0.07603434729576111,0.05299155128002167,0.3627858731746674,1.0406323285102843,0.6578079476356506,0.5216717696189881,0.0752606761455536,0.060875516802072524,0.3828243808746338
12,1.003170957326889,0.6381516537666321,0.5119345955848694,0.0755132160782814,0.05070383805036545,0.36501930356025697,1.0418470628261565,0.6592174353599548,0.5188104906082154,0.07568737709522247,0.06471956637501716,0.38262962746620177
13,0.9933985691070557,0.6298274641036987,0.5029948010444641,0.07532084655761719,0.051511815190315245,0.36357110500335693,1.0202480924129484,0.6287049736976623,0.498787588596344,0.07493346011638641,0.05498392227292061,0.39154311871528624
14,0.9809740831851959,0.6202881116867065,0.49469187927246094,0.07483454191684723,0.05076169031858444,0.36068597149848936,1.0170237050056459,0.6340080318450928,0.49745773029327395,0.07592367893457412,0.060626621156930925,0.38301567316055296
15,0.9786758100986481,0.6157526469230652,0.49073454666137695,0.0745614784359932,0.05045662236213684,0.3629231631755829,1.0142958600521088,0.6320543460845948,0.5010602631568909,0.07520844107866287,0.05578563666343689,0.38224151396751405
16,0.9646295022964477,0.6057289681434631,0.4831965808868408,0.07410915130376816,0.04842323139309883,0.3589005341529846,1.0036382229328156,0.6267093739509583,0.49624243211746216,0.07396779954433441,0.05649915811419487,0.3769288489818573
