split,model,fraction,seed,checkpoint_selection,metric,selected_candidate_id,baseline,selected,improvement,improvement_pct,accuracy_delta_pp
validation,g05_sign_only,1.0,41,total,mean_position_3d_error,dropout020,0.7451625061035156,0.7365636215209961,0.008598884582519561,1.1539609832871853,
validation,g05_sign_only,1.0,41,total,mean_position_mae,dropout020,0.3659396247863769,0.3611709747314453,0.0047686500549316,1.303124814022361,
validation,g05_sign_only,1.0,41,total,observations_per_sample,dropout020,32.0,32.0,0.0,0.0,
validation,g05_sign_only,1.0,41,total,observed_sample_fraction,dropout020,1.0,1.0,0.0,0.0,
validation,g05_sign_only,1.0,41,total,pairwise_relative_sign_accuracy,dropout020,0.954599983215332,0.954999984741211,0.00040000152587893467,0.041902528065381826,0.04000015258789347
validation,g05_sign_only,1.0,41,total,position_mae_x,dropout020,0.4497040710449219,0.4230592460632324,0.026644824981689463,5.924968595409459,
validation,g05_sign_only,1.0,41,total,position_mae_y,dropout020,0.42625172424316404,0.44331318664550784,-0.017061462402343797,-4.0026729352561485,
validation,g05_sign_only,1.0,41,total,position_mae_z,dropout020,0.22186301994323732,0.21714043045043946,0.004722589492797857,2.128605972282407,
validation,g05_sign_only,1.0,41,total,relative_configuration_accuracy,dropout020,0.919,0.92,0.0010000000000000009,0.1088139281828075,0.10000000000000009
validation,g05_sign_only,1.0,41,total,relative_sign_accuracy,dropout020,0.9612000045776368,0.9620000076293945,0.0008000030517577583,0.08322961381063347,0.08000030517577583
validation,g05_full_reconstruction,1.0,41,structure,loss_global_sign,dropout020,0.3483570759296417,0.350703661441803,-0.00234658551216127,-0.6736149986042522,
validation,g05_full_reconstruction,1.0,41,structure,loss_magnitude,dropout020,0.07351794737577438,0.07298920184373855,0.0005287455320358292,0.7192060590772986,
validation,g05_full_reconstruction,1.0,41,structure,loss_position,dropout020,0.4635216920375824,0.4353865842819214,0.028135107755661026,6.069857838148344,
validation,g05_full_reconstruction,1.0,41,structure,loss_relative_sign,dropout020,0.06387830966711044,0.06715135240554809,-0.003273042738437648,-5.123871867453103,
validation,g05_full_reconstruction,1.0,41,structure,loss_structure,dropout020,0.6009179449081421,0.5755271415710449,0.0253908033370972,4.225336179797145,
validation,g05_full_reconstruction,1.0,41,structure,loss_total,dropout020,0.9492750208377838,0.9262308030128479,0.02304421782493593,2.4275596975677534,
validation,g05_full_reconstruction,1.0,41,structure,absolute_sign_accuracy,dropout020,0.8736000061035156,0.8710000152587891,-0.0025999908447265074,-0.29761799754594165,-0.25999908447265074
validation,g05_full_reconstruction,1.0,41,structure,absolute_sign_set_accuracy,dropout020,0.833,0.834,0.0010000000000000009,0.12004801920768318,0.10000000000000009
validation,g05_full_reconstruction,1.0,41,structure,charge_mae,dropout020,0.29332593154907227,0.29435736846923827,-0.0010314369201659956,-0.35163509571721596,
validation,g05_full_reconstruction,1.0,41,structure,charge_magnitude_mae,dropout020,0.1537076473236084,0.1532922191619873,0.00041542816162110086,0.27027162854589737,
validation,g05_full_reconstruction,1.0,41,structure,global_invariant_charge_mae,dropout020,0.18759724044799805,0.1858741226196289,0.0017231178283691473,0.9185198163119012,
validation,g05_full_reconstruction,1.0,41,structure,global_sign_accuracy,dropout020,0.856,0.857,0.0010000000000000009,0.11682242990654217,0.10000000000000009
validation,g05_full_reconstruction,1.0,41,structure,global_sign_bce,dropout020,0.34835707473754884,0.3507036590576172,-0.0023465843200683456,-0.6736146587050815,
validation,g05_full_reconstruction,1.0,41,structure,mean_position_3d_error,dropout020,0.7548253479003906,0.7170466842651367,0.03777866363525384,5.004954290464454,
validation,g05_full_reconstruction,1.0,41,structure,mean_position_mae,dropout020,0.3704276275634766,0.3522835922241211,0.01814403533935549,4.8981323176944525,
validation,g05_full_reconstruction,1.0,41,structure,observations_per_sample,dropout020,32.0,32.0,0.0,0.0,
validation,g05_full_reconstruction,1.0,41,structure,observed_sample_fraction,dropout020,1.0,1.0,0.0,0.0,
validation,g05_full_reconstruction,1.0,41,structure,pairwise_relative_sign_accuracy,dropout020,0.9520000152587891,0.9541999816894531,0.002199966430664002,0.23108890708010854,0.2199966430664002
validation,g05_full_reconstruction,1.0,41,structure,position_mae_x,dropout020,0.45509666061401366,0.4131784019470215,0.04191825866699217,9.210847341845204,
validation,g05_full_reconstruction,1.0,41,structure,position_mae_y,dropout020,0.43370882415771483,0.4266377639770508,0.007071060180664057,1.6303703745010087,
validation,g05_full_reconstruction,1.0,41,structure,position_mae_z,dropout020,0.22247735595703125,0.21703456115722655,0.0054427947998046955,2.4464488875244923,
validation,g05_full_reconstruction,1.0,41,structure,relative_configuration_accuracy,dropout020,0.915,0.92,0.0050000000000000044,0.5464480874316945,0.5000000000000004
validation,g05_full_reconstruction,1.0,41,structure,relative_sign_accuracy,dropout020,0.9600000076293945,0.9636000137329102,0.0036000061035156294,0.3750006328026408,0.36000061035156294
validation,g05_full_reconstruction,1.0,41,total,loss_global_sign,dropout020,0.3483570759296417,0.3431125099658966,0.005244565963745118,1.5055144063743295,
validation,g05_full_reconstruction,1.0,41,total,loss_magnitude,dropout020,0.07351794737577438,0.0736674787402153,-0.0001495313644409163,-0.20339436801276886,
validation,g05_full_reconstruction,1.0,41,total,loss_position,dropout020,0.4635216920375824,0.43699220776557923,0.02652948427200319,5.723461216104677,
validation,g05_full_reconstruction,1.0,41,total,loss_relative_sign,dropout020,0.06387830966711044,0.06576152718067169,-0.0018832175135612417,-2.9481329787454746,
validation,g05_full_reconstruction,1.0,41,total,loss_structure,dropout020,0.6009179449081421,0.5764212160110473,0.024496728897094755,4.076551400181499,
validation,g05_full_reconstruction,1.0,41,total,loss_total,dropout020,0.9492750208377838,0.9195337259769439,0.029741294860839873,3.1330535627695815,
