trial,candidate_id,model,fraction,seed,checkpoint_selection,learning_rate,weight_decay,structure_dropout,epochs_completed,stop_reason,elapsed_seconds,selected_epoch,val_loss_global_sign,val_loss_magnitude,val_loss_position,val_loss_relative_sign,val_loss_structure,val_loss_total,val_absolute_sign_accuracy,val_absolute_sign_set_accuracy,val_charge_mae,val_charge_magnitude_mae,val_global_invariant_charge_mae,val_global_sign_accuracy,val_global_sign_bce,val_mean_position_3d_error,val_mean_position_mae,val_observations_per_sample,val_observed_sample_fraction,val_pairwise_relative_sign_accuracy,val_position_mae_x,val_position_mae_y,val_position_mae_z,val_relative_configuration_accuracy,val_relative_sign_accuracy
dropout020__g05_full_reconstruction__g1__s41,dropout020,g05_full_reconstruction,1.0,41,structure,0.001,0.0001,0.2,66,early_stopping,49.36136550002266,46,0.350703661441803,0.07298920184373855,0.4353865842819214,0.06715135240554809,0.5755271415710449,0.9262308030128479,0.8710000152587891,0.834,0.29435736846923827,0.1532922191619873,0.1858741226196289,0.857,0.3507036590576172,0.7170466842651367,0.3522835922241211,32.0,1.0,0.9541999816894531,0.4131784019470215,0.4266377639770508,0.21703456115722655,0.92,0.9636000137329102
dropout020__g05_full_reconstruction__g1__s41,dropout020,g05_full_reconstruction,1.0,41,total,0.001,0.0001,0.2,66,early_stopping,49.36136550002266,45,0.3431125099658966,0.0736674787402153,0.43699220776557923,0.06576152718067169,0.5764212160110473,0.9195337259769439,0.868,0.828,0.2961565475463867,0.15343565559387207,0.18765894889831544,0.854,0.34311250686645506,0.7252916183471679,0.35547518539428713,32.0,1.0,0.9526000061035156,0.41941147994995115,0.43583931350708005,0.211174711227417,0.916,0.9604000015258789
dropout020__g05_full_reconstruction__g1__s42,dropout020,g05_full_reconstruction,1.0,42,structure,0.001,0.0001,0.2,69,early_stopping,50.16723479999928,49,0.36097677326202393,0.0736293676495552,0.44064544582366943,0.06577696168422699,0.5800517778396607,0.9410285511016846,0.8652000045776367,0.828,0.30125238418579103,0.15393854141235352,0.1840909481048584,0.852,0.3609767723083496,0.7351368560791015,0.36099311447143556,32.0,1.0,0.9570000152587891,0.44702748489379884,0.4184217414855957,0.21753009033203125,0.924,0.9644000015258789
dropout020__g05_full_reconstruction__g1__s42,dropout020,g05_full_reconstruction,1.0,42,total,0.001,0.0001,0.2,69,early_stopping,50.16723479999928,44,0.34039738297462463,0.07325372123718261,0.44399619460105894,0.06326324117183685,0.5805131635665893,0.920910546541214,0.8737999954223633,0.837,0.2917879409790039,0.15360665130615234,0.18524544143676758,0.859,0.34039738273620607,0.7354437713623047,0.3611834945678711,32.0,1.0,0.9542000045776368,0.4487043418884277,0.4156841926574707,0.2191619129180908,0.919,0.9620000152587891
dropout020__g05_full_reconstruction__g1__s43,dropout020,g05_full_reconstruction,1.0,43,structure,0.001,0.0001,0.2,66,early_stopping,49.19984969997313,41,0.3472182898521423,0.07240052253007889,0.43720490407943724,0.05865199714899063,0.568257426738739,0.9154757165908813,0.8711999893188477,0.836,0.2937624092102051,0.15269769668579103,0.18289797401428223,0.852,0.3472182884216309,0.7286698608398438,0.35775014877319333,32.0,1.0,0.9571999893188476,0.4194169120788574,0.4377097015380859,0.21612377738952637,0.924,0.9640000152587891
dropout020__g05_full_reconstruction__g1__s43,dropout020,g05_full_reconstruction,1.0,43,total,0.001,0.0001,0.2,66,early_stopping,49.19984969997313,46,0.34336164021492005,0.07422063767910003,0.4298353590965271,0.06434509474039078,0.5684010925292968,0.9117627327442168,0.869,0.83,0.2986164093017578,0.15497970008850098,0.18759387969970703,0.851,0.3433616371154785,0.7205529708862305,0.35362345504760745,32.0,1.0,0.9541999816894531,0.4150352363586426,0.4324679870605469,0.21336710166931153,0.919,0.9619999923706055
dropout020__g05_sign_only__g1__s41,dropout020,g05_sign_only,1.0,41,structure,0.001,0.0001,0.2,61,early_stopping,39.02371000003768,41,0.3426971724033356,0.07385378813743591,0.4472161099910736,0.06603196179866791,0.5871018548011779,0.9297990272045136,0.8745999908447266,0.839,0.2929573783874512,0.15511098670959472,0.18656410598754883,0.855,0.34269717025756835,0.7365636215209961,0.3611709747314453,32.0,1.0,0.954999984741211,0.4230592460632324,0.44331318664550784,0.21714043045043946,0.92,0.9620000076293945
dropout020__g05_sign_only__g1__s41,dropout020,g05_sign_only,1.0,41,total,0.001,0.0001,0.2,61,early_stopping,39.02371000003768,41,0.3426971724033356,0.07385378813743591,0.4472161099910736,0.06603196179866791,0.5871018548011779,0.9297990272045136,0.8745999908447266,0.839,0.2929573783874512,0.15511098670959472,0.18656410598754883,0.855,0.34269717025756835,0.7365636215209961,0.3611709747314453,32.0,1.0,0.954999984741211,0.4230592460632324,0.44331318664550784,0.21714043045043946,0.92,0.9620000076293945
dropout020__g05_sign_only__g1__s42,dropout020,g05_sign_only,1.0,42,structure,0.001,0.0001,0.2,80,early_stopping,48.77514909999445,55,0.3474003520011902,0.07563333451747895,0.43463032817840574,0.06937953647971153,0.5796431913375855,0.9270435433387756,0.8734000015258789,0.833,0.29456460189819333,0.15716864967346192,0.1912383861541748,0.859,0.3474003505706787,0.7264714584350586,0.3566276626586914,32.0,1.0,0.951999984741211,0.44601437759399415,0.40965293502807615,0.21421563529968263,0.915,0.9599999771118164
dropout020__g05_sign_only__g1__s42,dropout020,g05_sign_only,1.0,42,total,0.001,0.0001,0.2,80,early_stopping,48.77514909999445,60,0.34011833810806275,0.07505424177646637,0.43654400897026063,0.07212937426567077,0.5837276191711426,0.9238459572792053,0.8751999893188477,0.833,0.29115667724609373,0.15675306129455566,0.19218236541748046,0.862,0.34011833572387695,0.730455940246582,0.35969870376586915,32.0,1.0,0.9497999954223633,0.44460320281982424,0.4166631011962891,0.21782973670959474,0.911,0.957999984741211
dropout020__g05_sign_only__g1__s43,dropout020,g05_sign_only,1.0,43,structure,0.001,0.0001,0.2,63,early_stopping,39.24076429998968,43,0.3399396142959595,0.07416595262289047,0.4467496316432953,0.06532292664051056,0.5862385225296021,0.9261781368255615,0.8748000030517578,0.837,0.2942585105895996,0.15599177742004394,0.18817218017578125,0.856,0.3399396133422852,0.7388299407958985,0.36261681365966797,32.0,1.0,0.9537999877929687,0.41879575729370117,0.4520760078430176,0.21697865676879882,0.918,0.9612000045776368
dropout020__g05_sign_only__g1__s43,dropout020,g05_sign_only,1.0,43,total,0.001,0.0001,0.2,63,early_stopping,39.24076429998968,43,0.3399396142959595,0.07416595262289047,0.4467496316432953,0.06532292664051056,0.5862385225296021,0.9261781368255615,0.8748000030517578,0.837,0.2942585105895996,0.15599177742004394,0.18817218017578125,0.856,0.3399396133422852,0.7388299407958985,0.36261681365966797,32.0,1.0,0.9537999877929687,0.41879575729370117,0.4520760078430176,0.21697865676879882,0.918,0.9612000045776368
