split,candidate_id,fraction,seed,checkpoint_selection,metric,sign_only,full,full_improvement
validation,dropout020,1.0,43,total,loss_relative_sign,0.06532292664051056,0.06434509474039078,0.0009778319001197827
validation,dropout020,1.0,43,total,loss_structure,0.5862385225296021,0.5684010925292968,0.017837430000305243
validation,dropout020,1.0,43,total,loss_total,0.9261781368255615,0.9117627327442168,0.014415404081344674
validation,dropout020,1.0,43,total,absolute_sign_accuracy,0.8748000030517578,0.869,-0.005800003051757763
validation,dropout020,1.0,43,total,absolute_sign_set_accuracy,0.837,0.83,-0.007000000000000006
validation,dropout020,1.0,43,total,charge_mae,0.2942585105895996,0.2986164093017578,-0.0043578987121581925
validation,dropout020,1.0,43,total,charge_magnitude_mae,0.15599177742004394,0.15497970008850098,0.0010120773315429599
validation,dropout020,1.0,43,total,global_invariant_charge_mae,0.18817218017578125,0.18759387969970703,0.0005783004760742116
validation,dropout020,1.0,43,total,global_sign_accuracy,0.856,0.851,-0.0050000000000000044
validation,dropout020,1.0,43,total,global_sign_bce,0.3399396133422852,0.3433616371154785,-0.003422023773193339
validation,dropout020,1.0,43,total,mean_position_3d_error,0.7388299407958985,0.7205529708862305,0.018276969909667984
validation,dropout020,1.0,43,total,mean_position_mae,0.36261681365966797,0.35362345504760745,0.00899335861206052
validation,dropout020,1.0,43,total,observations_per_sample,32.0,32.0,0.0
validation,dropout020,1.0,43,total,observed_sample_fraction,1.0,1.0,0.0
validation,dropout020,1.0,43,total,pairwise_relative_sign_accuracy,0.9537999877929687,0.9541999816894531,0.0003999938964843741
validation,dropout020,1.0,43,total,position_mae_x,0.41879575729370117,0.4150352363586426,0.0037605209350585755
validation,dropout020,1.0,43,total,position_mae_y,0.4520760078430176,0.4324679870605469,0.019608020782470703
