model,model_description,input_policy,g05_fraction,g05_count_per_sample,run_count,seeds,parameter_count,std_definition,mean_position_mae_mean,mean_position_mae_std,position_error_1_mean,position_error_1_std,position_error_2_mean,position_error_2_std,mean_position_3d_error_mean,mean_position_3d_error_std,charge_mae_q1_mean,charge_mae_q1_std,charge_mae_q2_mean,charge_mae_q2_std,charge_magnitude_mae_mean,charge_magnitude_mae_std,relative_sign_accuracy_mean,relative_sign_accuracy_std,global_sign_bce_mean,global_sign_bce_std,global_sign_accuracy_mean,global_sign_accuracy_std,absolute_sign_accuracy_mean,absolute_sign_accuracy_std,signed_pair_accuracy_mean,signed_pair_accuracy_std
g05_full_reconstruction,"G05 context is available to position, magnitude, and relative-sign restoration as well as the q1-anchored global-sign prediction.","{""global_sign"":""G05 only"",""magnitude"":""G00 + masked G05"",""position"":""G00 + masked G05"",""relative_sign"":""G00 + masked G05""}",0.0,0,1,42,211946,sample std across independent seeds (ddof=1),0.12493434548377991,,0.25437527894973755,,0.2573184072971344,,0.255846843123436,,0.09877144357562065,,0.09626430667936801,,0.09717190265655518,,0.999,,,,,,,,,
g05_full_reconstruction,"G05 context is available to position, magnitude, and relative-sign restoration as well as the q1-anchored global-sign prediction.","{""global_sign"":""G05 only"",""magnitude"":""G00 + masked G05"",""position"":""G00 + masked G05"",""relative_sign"":""G00 + masked G05""}",0.1,3,1,42,211946,sample std across independent seeds (ddof=1),0.12861420214176178,,0.25888359546661377,,0.26923200488090515,,0.26405780017375946,,0.16272505462169648,,0.15628908391296864,,0.09816434979438782,,0.997,,0.12856841618425158,,0.946,,0.9455,,0.944,
g05_full_reconstruction,"G05 context is available to position, magnitude, and relative-sign restoration as well as the q1-anchored global-sign prediction.","{""global_sign"":""G05 only"",""magnitude"":""G00 + masked G05"",""position"":""G00 + masked G05"",""relative_sign"":""G00 + masked G05""}",0.5,16,1,42,211946,sample std across independent seeds (ddof=1),0.12085634469985962,,0.2489796131849289,,0.24695707857608795,,0.24796834588050842,,0.11868866348266602,,0.1218220061212778,,0.09866803139448166,,0.999,,0.06135948778579269,,0.98,,0.9795,,0.979,
g05_full_reconstruction,"G05 context is available to position, magnitude, and relative-sign restoration as well as the q1-anchored global-sign prediction.","{""global_sign"":""G05 only"",""magnitude"":""G00 + masked G05"",""position"":""G00 + masked G05"",""relative_sign"":""G00 + masked G05""}",0.75,24,1,42,211946,sample std across independent seeds (ddof=1),0.12610189616680145,,0.25976720452308655,,0.2576662003993988,,0.2587167024612427,,0.12657110446691514,,0.12804244965314865,,0.10120507329702377,,0.999,,0.06303540448648744,,0.977,,0.9765,,0.976,
g05_full_reconstruction,"G05 context is available to position, magnitude, and relative-sign restoration as well as the q1-anchored global-sign prediction.","{""global_sign"":""G05 only"",""magnitude"":""G00 + masked G05"",""position"":""G00 + masked G05"",""relative_sign"":""G00 + masked G05""}",1.0,32,1,42,211946,sample std across independent seeds (ddof=1),0.12263179570436478,,0.24945025146007538,,0.2553126811981201,,0.25238146632909775,,0.13139788956940174,,0.13020539493858815,,0.10008066147565842,,0.996,,0.0641611777365054,,0.974,,0.972,,0.97,
g05_sign_only,"G00 restores ordered positions, magnitudes, and relative sign; G05 is restricted to the q1-anchored global-sign prediction.","{""global_sign"":""G05 only"",""magnitude"":""G00 only"",""position"":""G00 only"",""relative_sign"":""G00 only""}",0.0,0,1,42,211946,sample std across independent seeds (ddof=1),0.12493434548377991,,0.25437527894973755,,0.2573184072971344,,0.255846843123436,,0.09877144357562065,,0.09626430667936801,,0.09717190265655518,,0.999,,,,,,,,,
g05_sign_only,"G00 restores ordered positions, magnitudes, and relative sign; G05 is restricted to the q1-anchored global-sign prediction.","{""global_sign"":""G05 only"",""magnitude"":""G00 only"",""position"":""G00 only"",""relative_sign"":""G00 only""}",0.1,3,1,42,211946,sample std across independent seeds (ddof=1),0.12493434548377991,,0.25437527894973755,,0.2573184072971344,,0.255846843123436,,0.15217586186528206,,0.15729953201115132,,0.09717190265655518,,0.999,,0.11711955324835241,,0.952,,0.9515,,0.951,
g05_sign_only,"G00 restores ordered positions, magnitudes, and relative sign; G05 is restricted to the q1-anchored global-sign prediction.","{""global_sign"":""G05 only"",""magnitude"":""G00 only"",""position"":""G00 only"",""relative_sign"":""G00 only""}",0.5,16,1,42,211946,sample std across independent seeds (ddof=1),0.12493434548377991,,0.25437527894973755,,0.2573184072971344,,0.255846843123436,,0.12744828751683235,,0.1284255157262087,,0.09717190265655518,,0.999,,0.07179289625962747,,0.974,,0.9735,,0.973,
g05_sign_only,"G00 restores ordered positions, magnitudes, and relative sign; G05 is restricted to the q1-anchored global-sign prediction.","{""global_sign"":""G05 only"",""magnitude"":""G00 only"",""position"":""G00 only"",""relative_sign"":""G00 only""}",0.75,24,1,42,211946,sample std across independent seeds (ddof=1),0.12493434548377991,,0.25437527894973755,,0.2573184072971344,,0.255846843123436,,0.11619874086976051,,0.11955926783382892,,0.09717190265655518,,0.999,,0.06100527579042873,,0.982,,0.9815,,0.981,
g05_sign_only,"G00 restores ordered positions, magnitudes, and relative sign; G05 is restricted to the q1-anchored global-sign prediction.","{""global_sign"":""G05 only"",""magnitude"":""G00 only"",""position"":""G00 only"",""relative_sign"":""G00 only""}",1.0,32,1,42,211946,sample std across independent seeds (ddof=1),0.1273362785577774,,0.2588340938091278,,0.2629058361053467,,0.26086996495723724,,0.12744565357267856,,0.12668047976493835,,0.09888968616724014,,0.999,,0.06822001081662278,,0.976,,0.9755,,0.975,
