test_example_index,mean_position_mae,mean_position_3d_error,position_mae_x,position_mae_y,position_mae_z,charge_magnitude_mae,charge_mae,global_invariant_charge_mae,relative_sign_accuracy,relative_configuration_accuracy,global_sign_accuracy,absolute_sign_accuracy,absolute_sign_set_accuracy,geometric_relative_sign_accuracy,geometric_relative_configuration_accuracy,geometric_mean_position_3d_error,relative_negative_count_accuracy,global_probability,global_target,global_confidence,relative_confidence,global_oracle_charge_mae,field_relative_l2,magnitude_field_relative_l2,g00_relative_l2
7891,0.6730551719665527,1.291052222251892,0.8064848184585571,0.8720173239707947,0.34066325426101685,0.20481157302856445,0.20481157302856445,0.20481157302856445,1.0,1.0,1.0,1.0,1.0,0.6000000238418579,0.0,1.2956072092056274,1.0,0.8279749751091003,1.0,0.8279749751091003,0.9992511868476868,0.20481157302856445,0.391802805199078,0.3738390079134716,0.6451991233132436
5252,0.4282097816467285,0.9658767580986023,0.24761711061000824,0.7733309268951416,0.2636812925338745,0.19416041672229767,0.19416041672229767,0.19416041672229767,1.0,1.0,1.0,1.0,1.0,0.6000000238418579,0.0,0.9628275036811829,1.0,0.9282929301261902,1.0,0.9282929301261902,0.9975428581237793,0.19416041672229767,0.336364948687427,0.336364948687427,0.7248120878972442
8580,0.35793131589889526,0.6820046305656433,0.42271167039871216,0.3928641378879547,0.25821807980537415,0.18521228432655334,0.7860196828842163,0.668193519115448,0.6000000238418579,0.0,0.0,0.4000000059604645,0.0,0.20000000298023224,0.0,0.5745519995689392,0.0,0.8253712058067322,0.0,0.8253712058067322,0.7986976504325867,0.668193519115448,0.21127645039191986,0.21127645039191986,0.49203885436068834
6744,0.396772176027298,0.770516574382782,0.2711925506591797,0.5744547843933105,0.3446691632270813,0.12593428790569305,0.12593428790569305,0.12593428790569305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.770516574382782,1.0,0.9233021140098572,1.0,0.9233021140098572,0.9461467266082764,0.12593428790569305,0.20020515296785837,0.20020515296785837,0.3912785525240115
4464,0.42299872636795044,0.830326497554779,0.5260797739028931,0.4786653518676758,0.26425108313560486,0.14352068305015564,0.14352068305015564,0.14352068305015564,1.0,1.0,1.0,1.0,1.0,0.6000000238418579,0.0,0.743643581867218,1.0,0.2639326751232147,0.0,0.7360672950744629,0.5635274648666382,0.14352068305015564,0.3237417179946489,0.3237417179946489,0.5869365950408792
9178,0.4040779769420624,0.8164560198783875,0.3828977942466736,0.4759591519832611,0.3533768653869629,0.1366255134344101,0.1366255134344101,0.1366255134344101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8164560198783875,1.0,0.061887096613645554,0.0,0.9381129145622253,0.8602296113967896,0.1366255134344101,0.3057605891903278,0.3057605891903278,0.630050383708576
8618,0.313445121049881,0.6146199107170105,0.17912113666534424,0.4485102593898773,0.3127039074897766,0.18832162022590637,0.6471478343009949,0.5388473868370056,0.6000000238418579,0.0,0.0,0.4000000059604645,0.0,0.6000000238418579,0.0,0.6146199107170105,0.0,0.5793501734733582,0.0,0.5793501734733582,0.6807118058204651,0.5388473868370056,0.3500376015445009,0.3500376015445009,0.5786502331767548
9808,0.31093326210975647,0.6387030482292175,0.4497818946838379,0.25712820887565613,0.22588959336280823,0.14583665132522583,0.14583665132522583,0.14583665132522583,1.0,1.0,1.0,1.0,1.0,0.6000000238418579,0.0,0.6546201109886169,1.0,0.07151344418525696,0.0,0.9284865856170654,0.9633349180221558,0.14583665132522583,0.37547412688735143,0.35434869964433674,0.7080769107946834
8775,0.32122722268104553,0.7181550860404968,0.4915909767150879,0.40143463015556335,0.07065602391958237,0.0992124006152153,0.0992124006152153,0.0992124006152153,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7181550860404968,1.0,0.38592708110809326,0.0,0.6140729188919067,0.7680001258850098,0.0992124006152153,0.2717533638041966,0.24022201877896496,0.4159820370388476
308,0.3579200506210327,0.7640647292137146,0.6005147099494934,0.20665045082569122,0.2665949761867523,0.25274211168289185,0.25274211168289185,0.25274211168289185,1.0,1.0,1.0,1.0,1.0,0.6000000238418579,0.0,0.7137309908866882,1.0,0.9727621078491211,1.0,0.9727621078491211,0.9542370438575745,0.25274211168289185,0.1706124601131786,0.1706124601131786,0.38379768981259116
2168,0.46703222393989563,0.9149470329284668,0.4601668417453766,0.6358293890953064,0.3051004111766815,0.21607890725135803,0.21607890725135803,0.21607890725135803,1.0,1.0,1.0,1.0,1.0,0.6000000238418579,0.0,0.8433799147605896,1.0,0.4368622601032257,0.0,0.5631377696990967,0.6492220163345337,0.21607890725135803,0.3555620298941846,0.3555620298941846,0.7273813816650169
4093,0.3031674921512604,0.6031630039215088,0.3460567891597748,0.414454847574234,0.14899079501628876,0.2035248726606369,0.2035248726606369,0.2035248726606369,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6031630039215088,1.0,0.06510729342699051,0.0,0.9348927140235901,0.9991545677185059,0.2035248726606369,0.1568973150132416,0.15591530693041344,0.1980376120531067
4349,0.35782986879348755,0.7535322308540344,0.4745050370693207,0.451733261346817,0.14725135266780853,0.1650470346212387,0.1650470346212387,0.1650470346212387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7535322308540344,1.0,0.14836035668849945,0.0,0.8516396284103394,0.33435219526290894,0.1650470346212387,0.12266956881984678,0.12266956881984678,0.24151229057630572
2312,0.20741896331310272,0.4194563031196594,0.17218822240829468,0.24151645600795746,0.20855216681957245,0.1705787628889084,0.1705787628889084,0.1705787628889084,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4194563031196594,1.0,0.2063983827829361,0.0,0.7936016321182251,0.9659352898597717,0.1705787628889084,0.5429382662979559,0.5429382662979559,6.330754436475536
1974,0.42798230051994324,0.9941098093986511,0.2897076904773712,0.8467512130737305,0.14748795330524445,0.17784611880779266,0.17784611880779266,0.17784611880779266,1.0,1.0,1.0,1.0,1.0,0.6000000238418579,0.0,0.8857253193855286,1.0,0.288543164730072,0.0,0.711456835269928,0.9999855756759644,0.17784611880779266,1.1807745534801584,0.8906994660193029,1.0786271829268979
2696,0.38141462206840515,0.7509687542915344,0.4018438458442688,0.4898408055305481,0.2525591552257538,0.12132509797811508,0.12132509797811508,0.12132509797811508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7509687542915344,1.0,0.9646312594413757,1.0,0.9646312594413757,0.9999796152114868,0.12132509797811508,0.5804875895246726,0.5760272463632863,1.0403748799782482
1764,0.46754246950149536,0.9794462323188782,0.7289983034133911,0.48456674814224243,0.1890624314546585,0.1575130969285965,0.7911181449890137,0.540777862071991,0.6000000238418579,0.0,0.0,0.4000000059604645,0.0,0.6000000238418579,0.0,0.8560333251953125,0.0,0.22907106578350067,1.0,0.7709289193153381,0.6007598042488098,0.540777862071991,0.3245225853962457,0.3245225853962457,0.7007290232587453
6657,0.40696749091148376,0.7528382539749146,0.28915858268737793,0.5527390837669373,0.37900474667549133,0.15381912887096405,0.15381912887096405,0.15381912887096405,1.0,1.0,1.0,1.0,1.0,0.6000000238418579,0.0,0.7963741421699524,1.0,0.8691491484642029,1.0,0.8691491484642029,0.7972142696380615,0.15381912887096405,0.18045480591099222,0.18045480591099222,0.27507738897970263
6495,0.30796605348587036,0.6458793878555298,0.5242820978164673,0.12505248188972473,0.2745634913444519,0.1532747596502304,0.1532747596502304,0.1532747596502304,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6458793878555298,1.0,0.045146699994802475,0.0,0.9548532962799072,0.9723072648048401,0.1532747596502304,0.2257223680584762,0.2123935412399908,0.4868070116383571
1560,0.3957505226135254,0.745109498500824,0.43557682633399963,0.48076197504997253,0.2709127366542816,0.17050720751285553,0.17050720751285553,0.17050720751285553,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.745109498500824,1.0,0.8537771701812744,1.0,0.8537771701812744,0.9522738456726074,0.17050720751285553,0.7143944307936488,0.7143944307936488,5.994723644292472
5659,0.6353954672813416,1.276201605796814,0.7663713693618774,0.8475615382194519,0.2922534942626953,0.21910662949085236,0.21910662949085236,0.21910662949085236,1.0,1.0,1.0,1.0,1.0,0.6000000238418579,0.0,1.1998943090438843,1.0,0.3684048652648926,0.0,0.6315951347351074,0.9144826531410217,0.21910662949085236,0.6612642712301501,0.592513883975317,0.9482500057115449
5363,0.4242842495441437,0.8328647613525391,0.4059496819972992,0.5785085558891296,0.2883945405483246,0.17520037293434143,0.17520037293434143,0.17520037293434143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8328647613525391,1.0,0.9509009122848511,1.0,0.9509009122848511,0.9800999760627747,0.17520037293434143,0.20176453704868869,0.20176453704868869,0.485056405832305
4235,0.2719259262084961,0.500869870185852,0.3290155827999115,0.2111809104681015,0.27558135986328125,0.19346337020397186,0.19346337020397186,0.19346337020397186,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.500869870185852,1.0,0.9471898674964905,1.0,0.9471898674964905,0.9990524649620056,0.19346337020397186,0.38515851143180324,0.366813916829792,0.6089101366802322
5631,0.3603171110153198,0.7624064683914185,0.30896511673927307,0.5471623539924622,0.22482386231422424,0.07717973738908768,0.07717973738908768,0.07717973738908768,1.0,1.0,1.0,1.0,1.0,0.6000000238418579,0.0,0.7327990531921387,1.0,0.13608793914318085,0.0,0.863912045955658,0.999862790107727,0.07717973738908768,0.7066842113254056,0.6452802903644917,0.8067085329956263
1242,0.43233567476272583,0.8681502342224121,0.705997884273529,0.3745865523815155,0.21642246842384338,0.17793773114681244,0.17793773114681244,0.17793773114681244,1.0,1.0,1.0,1.0,1.0,0.6000000238418579,0.0,0.794543445110321,1.0,0.9640477895736694,1.0,0.9640477895736694,0.9479878544807434,0.17793773114681244,0.32589337660979945,0.32589337660979945,0.5998431240957575
35,0.37958553433418274,0.7571960687637329,0.28713157773017883,0.5964803695678711,0.2551446557044983,0.20038676261901855,0.20038676261901855,0.20038676261901855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7571960687637329,1.0,0.073424331843853,0.0,0.9265756607055664,0.9983956217765808,0.20038676261901855,0.3727091877104503,0.36338922680351565,0.5416488110837303
7931,0.4638459086418152,0.9035005569458008,0.6092501878738403,0.5576144456863403,0.2246731072664261,0.1491895318031311,0.1491895318031311,0.1491895318031311,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9035005569458008,1.0,0.9734830856323242,1.0,0.9734830856323242,0.9997138381004333,0.1491895318031311,0.5548416128193103,0.5489687006780751,0.5726825841599241
6259,0.30010026693344116,0.6115725636482239,0.4419367015361786,0.307684063911438,0.1506800353527069,0.13629215955734253,0.13629215955734253,0.13629215955734253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5302292704582214,1.0,0.03415904939174652,0.0,0.9658409357070923,0.9723861217498779,0.13629215955734253,0.21255590405495378,0.21255590405495378,0.5269254744191849
4341,0.3546498417854309,0.7475242018699646,0.6413748860359192,0.2962225079536438,0.12635217607021332,0.11904852837324142,0.11904852837324142,0.11904852837324142,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7475242018699646,1.0,0.6737575531005859,1.0,0.6737575531005859,0.529296338558197,0.11904852837324142,0.33880253191908577,0.3090382268090127,0.527875527974286
