seed,protocol_fingerprint,model,fraction,sensor_count,selection,epoch,validation_loss,absolute_sign_accuracy,absolute_sign_set_accuracy,charge_mae,charge_magnitude_mae,global_invariant_charge_mae,global_sign_accuracy,global_sign_bce,mean_position_3d_error,mean_position_mae,observations_per_sample,observed_sample_fraction,pairwise_relative_sign_accuracy,position_mae_x,position_mae_y,position_mae_z,relative_configuration_accuracy,relative_sign_accuracy,source
43,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,g05_full_reconstruction,0.1,3,structure,27,0.5964744434356689,0.8652000045776367,0.827,0.3081384162902832,0.15770724487304688,0.19312393188476562,0.848,0.3679371490478516,0.7648545761108398,0.37458877182006833,3.0,1.0,0.9521999893188476,0.45175109481811526,0.44481019592285154,0.22720494842529296,0.917,0.9628000030517578,Results\new_learning9_experiments\5point_routing_v1_seed43\runs\g05_full_reconstruction__g05_010pct__seed_43__b4e053f4082b\result.json
43,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,g05_full_reconstruction,0.1,3,total,29,0.9713646416664123,0.8676000061035156,0.824,0.30387536239624025,0.15662462425231932,0.19459290313720704,0.852,0.3691210708618164,0.7574405746459961,0.37093201065063475,3.0,1.0,0.9477999954223633,0.44332362365722655,0.4461059989929199,0.2233663558959961,0.908,0.9572000045776368,Results\new_learning9_experiments\5point_routing_v1_seed43\runs\g05_full_reconstruction__g05_010pct__seed_43__b4e053f4082b\result.json
43,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,g05_full_reconstruction,0.25,8,structure,33,0.5974098076820373,0.8852000045776367,0.842,0.2826988143920898,0.15586507225036622,0.19522592735290528,0.87,0.3496052207946777,0.7628705673217774,0.3734630241394043,8.0,1.0,0.9471999969482422,0.444386775970459,0.4544422607421875,0.2215600070953369,0.909,0.96,Results\new_learning9_experiments\5point_routing_v1_seed43\runs\g05_full_reconstruction__g05_025pct__seed_43__fe84a1df815e\result.json
43,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,g05_full_reconstruction,0.25,8,total,29,0.9537390437126159,0.8883999938964844,0.842,0.2793896141052246,0.1567006893157959,0.1968803291320801,0.87,0.3533282356262207,0.7632284317016601,0.3734051399230957,8.0,1.0,0.9455999984741211,0.44799478912353513,0.4492935676574707,0.22292701530456543,0.904,0.9551999893188476,Results\new_learning9_experiments\5point_routing_v1_seed43\runs\g05_full_reconstruction__g05_025pct__seed_43__fe84a1df815e\result.json
43,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,g05_full_reconstruction,0.5,16,structure,33,0.5948610897064209,0.8866000061035156,0.845,0.2809989128112793,0.15664954566955566,0.19526694107055664,0.873,0.34209753036499024,0.7612381362915039,0.3736243209838867,16.0,1.0,0.9472000122070312,0.44515294647216797,0.45429349899291993,0.2214264850616455,0.908,0.9583999938964843,Results\new_learning9_experiments\5point_routing_v1_seed43\runs\g05_full_reconstruction__g05_050pct__seed_43__fa2e48ef7502\result.json
43,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,g05_full_reconstruction,0.5,16,total,41,0.9489210312366486,0.887000015258789,0.846,0.281919376373291,0.15680460739135743,0.1940133285522461,0.875,0.33621891021728517,0.7532633972167969,0.3685847625732422,16.0,1.0,0.9491999969482422,0.44415258026123045,0.4422540626525879,0.21934764099121093,0.911,0.9591999893188476,Results\new_learning9_experiments\5point_routing_v1_seed43\runs\g05_full_reconstruction__g05_050pct__seed_43__fa2e48ef7502\result.json
43,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,g05_full_reconstruction,0.75,24,structure,26,0.5971823506355286,0.8882000045776367,0.848,0.2803335628509521,0.15612986183166505,0.19492389488220216,0.875,0.34150933074951173,0.7650309982299804,0.3758658332824707,24.0,1.0,0.9482000045776368,0.4521459541320801,0.45148019409179685,0.22397129440307617,0.91,0.9595999908447266,Results\new_learning9_experiments\5point_routing_v1_seed43\runs\g05_full_reconstruction__g05_075pct__seed_43__d87f793ac782\result.json
43,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,g05_full_reconstruction,0.75,24,total,36,0.9503707411289215,0.8833999938964844,0.843,0.28507897186279296,0.1562613410949707,0.19325004005432128,0.875,0.336909610748291,0.7605389175415039,0.3736267967224121,24.0,1.0,0.9486000061035156,0.4514920654296875,0.4476106948852539,0.22177762603759765,0.91,0.9587999877929687,Results\new_learning9_experiments\5point_routing_v1_seed43\runs\g05_full_reconstruction__g05_075pct__seed_43__d87f793ac782\result.json
43,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,g05_full_reconstruction,1.0,32,structure,26,0.5975169048309327,0.8886000061035156,0.852,0.2787014503479004,0.15529882049560548,0.18934203720092774,0.871,0.33680766296386716,0.7598246459960938,0.37183147048950194,32.0,1.0,0.9527999877929687,0.44576039505004883,0.4478859405517578,0.22184802436828613,0.918,0.9632000045776368,Results\new_learning9_experiments\5point_routing_v1_seed43\runs\g05_full_reconstruction__g05_100pct__seed_43__dbf9e42ecafa\result.json
43,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,g05_full_reconstruction,1.0,32,total,26,0.9486440725326539,0.8886000061035156,0.852,0.2787014503479004,0.15529882049560548,0.18934203720092774,0.871,0.33680766296386716,0.7598246459960938,0.37183147048950194,32.0,1.0,0.9527999877929687,0.44576039505004883,0.4478859405517578,0.22184802436828613,0.918,0.9632000045776368,Results\new_learning9_experiments\5point_routing_v1_seed43\runs\g05_full_reconstruction__g05_100pct__seed_43__dbf9e42ecafa\result.json
43,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,g05_sign_only,0.0,0,structure,31,0.5999058632850647,,,0.19724883460998535,0.15873043632507325,0.19724883460998535,,,0.7661625061035157,0.3748277015686035,0.0,0.0,0.9473999938964843,0.4418797950744629,0.45999319076538087,0.22261006546020506,0.909,0.9596000137329102,Results\new_learning9_experiments\5point_routing_v1_seed43\runs\g05_sign_only__g05_000pct__seed_43__e70a7bddfd5e\result.json
43,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,g05_sign_only,0.0,0,total,31,0.5999058632850647,,,0.19724883460998535,0.15873043632507325,0.19724883460998535,,,0.7661625061035157,0.3748277015686035,0.0,0.0,0.9473999938964843,0.4418797950744629,0.45999319076538087,0.22261006546020506,0.909,0.9596000137329102,Results\new_learning9_experiments\5point_routing_v1_seed43\runs\g05_sign_only__g05_000pct__seed_43__e70a7bddfd5e\result.json
43,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,g05_sign_only,0.1,3,structure,31,0.5999058632850647,0.8678000030517579,0.824,0.3057953987121582,0.15873043632507325,0.19724883460998535,0.853,0.36530050277709963,0.7661625061035157,0.3748277015686035,3.0,1.0,0.9473999938964843,0.4418797950744629,0.45999319076538087,0.22261006546020506,0.909,0.9596000137329102,Results\new_learning9_experiments\5point_routing_v1_seed43\runs\g05_sign_only__g05_010pct__seed_43__569719e6de6c\result.json
43,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,g05_sign_only,0.1,3,total,31,0.9757132153511048,0.8678000030517579,0.824,0.3057953987121582,0.15873043632507325,0.19724883460998535,0.853,0.36530050277709963,0.7661625061035157,0.3748277015686035,3.0,1.0,0.9473999938964843,0.4418797950744629,0.45999319076538087,0.22261006546020506,0.909,0.9596000137329102,Results\new_learning9_experiments\5point_routing_v1_seed43\runs\g05_sign_only__g05_010pct__seed_43__569719e6de6c\result.json
43,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,g05_sign_only,0.25,8,structure,31,0.5999058632850647,0.8804000015258789,0.837,0.2910685920715332,0.15873043632507325,0.19724883460998535,0.864,0.3517534828186035,0.7661625061035157,0.3748277015686035,8.0,1.0,0.9473999938964843,0.4418797950744629,0.45999319076538087,0.22261006546020506,0.909,0.9596000137329102,Results\new_learning9_experiments\5point_routing_v1_seed43\runs\g05_sign_only__g05_025pct__seed_43__559b9cd8371e\result.json
43,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,g05_sign_only,0.25,8,total,31,0.9594545781612396,0.8804000015258789,0.837,0.2910685920715332,0.15873043632507325,0.19724883460998535,0.864,0.3517534828186035,0.7661625061035157,0.3748277015686035,8.0,1.0,0.9473999938964843,0.4418797950744629,0.45999319076538087,0.22261006546020506,0.909,0.9596000137329102,Results\new_learning9_experiments\5point_routing_v1_seed43\runs\g05_sign_only__g05_025pct__seed_43__559b9cd8371e\result.json
43,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,g05_sign_only,0.5,16,structure,31,0.5999058632850647,0.8796000061035156,0.837,0.29180274391174316,0.15873043632507325,0.19724883460998535,0.864,0.3409062690734863,0.7661625061035157,0.3748277015686035,16.0,1.0,0.9473999938964843,0.4418797950744629,0.45999319076538087,0.22261006546020506,0.909,0.9596000137329102,Results\new_learning9_experiments\5point_routing_v1_seed43\runs\g05_sign_only__g05_050pct__seed_43__9763f0d66175\result.json
43,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,g05_sign_only,0.5,16,total,31,0.9505535707473755,0.8796000061035156,0.837,0.29180274391174316,0.15873043632507325,0.19724883460998535,0.864,0.3409062690734863,0.7661625061035157,0.3748277015686035,16.0,1.0,0.9473999938964843,0.4418797950744629,0.45999319076538087,0.22261006546020506,0.909,0.9596000137329102,Results\new_learning9_experiments\5point_routing_v1_seed43\runs\g05_sign_only__g05_050pct__seed_43__9763f0d66175\result.json
43,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,g05_sign_only,0.75,24,structure,31,0.5999058632850647,0.893,0.85,0.2761736145019531,0.15873043632507325,0.19724883460998535,0.879,0.3342213249206543,0.7661625061035157,0.3748277015686035,24.0,1.0,0.9473999938964843,0.4418797950744629,0.45999319076538087,0.22261006546020506,0.909,0.9596000137329102,Results\new_learning9_experiments\5point_routing_v1_seed43\runs\g05_sign_only__g05_075pct__seed_43__b85b94b83477\result.json
43,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,g05_sign_only,0.75,24,total,31,0.9457412340641022,0.893,0.85,0.2761736145019531,0.15873043632507325,0.19724883460998535,0.879,0.3342213249206543,0.7661625061035157,0.3748277015686035,24.0,1.0,0.9473999938964843,0.4418797950744629,0.45999319076538087,0.22261006546020506,0.909,0.9596000137329102,Results\new_learning9_experiments\5point_routing_v1_seed43\runs\g05_sign_only__g05_075pct__seed_43__b85b94b83477\result.json
43,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,g05_sign_only,1.0,32,structure,31,0.5999058632850647,0.8866000061035156,0.843,0.2836688289642334,0.15873043632507325,0.19724883460998535,0.871,0.332178279876709,0.7661625061035157,0.3748277015686035,32.0,1.0,0.9473999938964843,0.4418797950744629,0.45999319076538087,0.22261006546020506,0.909,0.9596000137329102,Results\new_learning9_experiments\5point_routing_v1_seed43\runs\g05_sign_only__g05_100pct__seed_43__7eca43faabbb\result.json
43,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,g05_sign_only,1.0,32,total,31,0.9406301028728485,0.8866000061035156,0.843,0.2836688289642334,0.15873043632507325,0.19724883460998535,0.871,0.332178279876709,0.7661625061035157,0.3748277015686035,32.0,1.0,0.9473999938964843,0.4418797950744629,0.45999319076538087,0.22261006546020506,0.909,0.9596000137329102,Results\new_learning9_experiments\5point_routing_v1_seed43\runs\g05_sign_only__g05_100pct__seed_43__7eca43faabbb\result.json
