protocol_fingerprint,checkpoint_selection,model,g05_fraction,g05_count_per_sample,run_count,seeds,selected_epochs_by_seed,selected_validation_losses_by_seed,run_fingerprints_by_seed,global_sign_in_selection_objective,global_sign_metrics_note,position_mae_x_count,position_mae_x_mean,position_mae_x_std,position_mae_y_count,position_mae_y_mean,position_mae_y_std,position_mae_z_count,position_mae_z_mean,position_mae_z_std,mean_position_mae_count,mean_position_mae_mean,mean_position_mae_std,mean_position_3d_error_count,mean_position_3d_error_mean,mean_position_3d_error_std,charge_magnitude_mae_count,charge_magnitude_mae_mean,charge_magnitude_mae_std,relative_sign_accuracy_count,relative_sign_accuracy_mean,relative_sign_accuracy_std,relative_configuration_accuracy_count,relative_configuration_accuracy_mean,relative_configuration_accuracy_std,pairwise_relative_sign_accuracy_count,pairwise_relative_sign_accuracy_mean,pairwise_relative_sign_accuracy_std,global_sign_accuracy_count,global_sign_accuracy_mean,global_sign_accuracy_std,global_sign_bce_count,global_sign_bce_mean,global_sign_bce_std,absolute_sign_accuracy_count,absolute_sign_accuracy_mean,absolute_sign_accuracy_std,absolute_sign_set_accuracy_count,absolute_sign_set_accuracy_mean,absolute_sign_set_accuracy_std,charge_mae_count,charge_mae_mean,charge_mae_std,global_invariant_charge_mae_count,global_invariant_charge_mae_mean,global_invariant_charge_mae_std
36b558cd20008a7327a4d38992ee67cad6ef17e0621dd994265441fddb5aa397,structure,g05_full_reconstruction,0.0,0,1,42,"{""42"":55}","{""42"":0.5796431913375855}","{""42"":""ff1133d11a0b28b75eec8f3789c7a61ccc872c2946ef5bae5bff15f25a6b75b9""}",False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,1,0.4500562286376953,,1,0.3978508834838867,,1,0.21528786659240723,,1,0.3543983383178711,,1,0.7222858200073242,,1,0.15817335891723633,,1,0.9607999877929687,,1,0.913,,1,0.9499999923706055,,0,,,0,,,0,,,0,,,1,0.19465887260437012,,1,0.19465887260437012,
36b558cd20008a7327a4d38992ee67cad6ef17e0621dd994265441fddb5aa397,structure,g05_full_reconstruction,0.1,3,1,42,"{""42"":44}","{""42"":0.5814221291542053}","{""42"":""a01ef7bfc69ba87c3665292c7e9a2300a000699debca54f6e7ebae15f5c7c162""}",False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,1,0.4535584678649902,,1,0.39863694381713866,,1,0.2166994342803955,,1,0.35629829406738284,,1,0.728134506225586,,1,0.1548565444946289,,1,0.959999984741211,,1,0.91,,1,0.9480000076293945,,1,0.848,,1,0.3697053031921387,,1,0.8647999801635742,,1,0.822,,1,0.3047639503479004,,1,0.19264952850341796,
36b558cd20008a7327a4d38992ee67cad6ef17e0621dd994265441fddb5aa397,structure,g05_full_reconstruction,0.25,8,1,42,"{""42"":44}","{""42"":0.5746815013885498}","{""42"":""48fd06f80f6fdee11813ac82dab527e4e33355337be960908908f64192036864""}",False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,1,0.45473381423950193,,1,0.4056248207092285,,1,0.21826568031311036,,1,0.3595414581298828,,1,0.7327109375,,1,0.15526288604736327,,1,0.9567999877929687,,1,0.904,,1,0.9447999954223633,,1,0.87,,1,0.3540949287414551,,1,0.8827999954223633,,1,0.839,,1,0.28468271255493166,,1,0.19577228927612306,
36b558cd20008a7327a4d38992ee67cad6ef17e0621dd994265441fddb5aa397,structure,g05_full_reconstruction,0.5,16,1,42,"{""42"":43}","{""42"":0.5794908967018128}","{""42"":""8216c99f4e8ae3415ce684735afa32eea8206e19f030a45b78717673fedb0c5c""}",False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,1,0.4526695861816406,,1,0.4117651786804199,,1,0.21602397346496582,,1,0.3601529235839844,,1,0.7346058654785156,,1,0.15531300163269043,,1,0.9551999969482422,,1,0.902,,1,0.9440000076293945,,1,0.868,,1,0.34304851150512694,,1,0.8792000045776367,,1,0.834,,1,0.289755838394165,,1,0.19583544540405273,
36b558cd20008a7327a4d38992ee67cad6ef17e0621dd994265441fddb5aa397,structure,g05_full_reconstruction,0.75,24,1,42,"{""42"":49}","{""42"":0.5745758428573609}","{""42"":""47fedd9b99d76b18dc0374acad25044ff65f0ddcbae9cfc9dbee40b3f7e5c757""}",False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,1,0.45066046905517576,,1,0.3994583969116211,,1,0.21723912048339844,,1,0.35578600692749024,,1,0.726734992980957,,1,0.15568273162841798,,1,0.9552000045776368,,1,0.902,,1,0.9439999923706055,,1,0.858,,1,0.364656063079834,,1,0.8731999893188477,,1,0.827,,1,0.29728295516967773,,1,0.19579671096801757,
36b558cd20008a7327a4d38992ee67cad6ef17e0621dd994265441fddb5aa397,structure,g05_full_reconstruction,1.0,32,1,42,"{""42"":49}","{""42"":0.5800517778396607}","{""42"":""2d332d1730d1abd7bde16e114d2edaaaf278a28a783e7ee59b5fdef1e8d92d7e""}",False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,1,0.44246430206298826,,1,0.40257964324951173,,1,0.21976162910461425,,1,0.35493519592285155,,1,0.7218293838500977,,1,0.15472347831726074,,1,0.9559999923706055,,1,0.904,,1,0.9451999969482422,,1,0.852,,1,0.3643709335327148,,1,0.8687999725341797,,1,0.824,,1,0.2999155387878418,,1,0.19346653175354003,
36b558cd20008a7327a4d38992ee67cad6ef17e0621dd994265441fddb5aa397,structure,g05_sign_only,0.0,0,1,42,"{""42"":55}","{""42"":0.5796431913375855}","{""42"":""54b8bb1ae7bfec926fe84def3a8e61f83d6588ed17f246bb4302a25b982d61ea""}",False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,1,0.4500562286376953,,1,0.3978508834838867,,1,0.21528786659240723,,1,0.3543983383178711,,1,0.7222858200073242,,1,0.15817335891723633,,1,0.9607999877929687,,1,0.913,,1,0.9499999923706055,,0,,,0,,,0,,,0,,,1,0.19465887260437012,,1,0.19465887260437012,
36b558cd20008a7327a4d38992ee67cad6ef17e0621dd994265441fddb5aa397,structure,g05_sign_only,0.1,3,1,42,"{""42"":55}","{""42"":0.5796431913375855}","{""42"":""35f6f60478a670fcce2f9fb61a1d8ec0a76ec9e318832b1604e62c51dbd622d0""}",False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,1,0.4500562286376953,,1,0.3978508834838867,,1,0.21528786659240723,,1,0.3543983383178711,,1,0.7222858200073242,,1,0.15817335891723633,,1,0.9607999877929687,,1,0.913,,1,0.9499999923706055,,1,0.85,,1,0.3617710494995117,,1,0.8627999954223633,,1,0.821,,1,0.3085196571350098,,1,0.19465887260437012,
36b558cd20008a7327a4d38992ee67cad6ef17e0621dd994265441fddb5aa397,structure,g05_sign_only,0.25,8,1,42,"{""42"":55}","{""42"":0.5796431913375855}","{""42"":""1267aa893b84bba652352f4a5f7f921fe924824e4995a5f3f453d87edf2d4e7b""}",False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,1,0.4500562286376953,,1,0.3978508834838867,,1,0.21528786659240723,,1,0.3543983383178711,,1,0.7222858200073242,,1,0.15817335891723633,,1,0.9607999877929687,,1,0.913,,1,0.9499999923706055,,1,0.864,,1,0.3621773452758789,,1,0.8807999954223633,,1,0.841,,1,0.28782114791870117,,1,0.19465887260437012,
36b558cd20008a7327a4d38992ee67cad6ef17e0621dd994265441fddb5aa397,structure,g05_sign_only,0.5,16,1,42,"{""42"":55}","{""42"":0.5796431913375855}","{""42"":""ef00eac47b3c3f3f765c28104c6738829ec5a82feced4a808727071208a9d0ff""}",False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,1,0.4500562286376953,,1,0.3978508834838867,,1,0.21528786659240723,,1,0.3543983383178711,,1,0.7222858200073242,,1,0.15817335891723633,,1,0.9607999877929687,,1,0.913,,1,0.9499999923706055,,1,0.867,,1,0.34056714248657227,,1,0.8829999771118164,,1,0.843,,1,0.28550981521606444,,1,0.19465887260437012,
