g05_fraction,g05_count_per_sample,seed,mean_position_mae,position_mae_x1,position_mae_y1,position_mae_z1,position_mae_x2,position_mae_y2,position_mae_z2,charge1_position_error,charge2_position_error,mean_position_3d_error,charge_mae_q1,charge_mae_q2,charge_magnitude_mae,relative_sign_accuracy,global_sign_bce,global_sign_accuracy,absolute_sign_accuracy,signed_pair_accuracy,observed_sample_fraction,observations_per_sample,best_structure_loss,best_structure_epoch,best_position_loss,best_position_epoch,best_magnitude_loss,best_magnitude_epoch,best_global_sign_loss,best_global_sign_epoch,structure_checkpoint_path,position_checkpoint_path,magnitude_checkpoint_path,global_sign_checkpoint_path,composed_checkpoint_path
0.5,16,41,0.12200429290533066,0.10203926,0.15630384,0.10019437,0.101475894,0.16244239,0.10957004,0.2456117570400238,0.2558782696723938,0.2507450133562088,0.12507490600645543,0.12447574259340763,0.09927845746278763,0.998,0.06346032378296396,0.977,0.977,0.976,1.0,16.0,0.14124862217903136,252,0.10044234144687653,252,0.03499401342868805,152,0.056566172033548356,290,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_050pct_seed_41_best_structure.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_050pct_seed_41_best_position.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_050pct_seed_41_best_magnitude.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_050pct_seed_41_best_global_sign.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_050pct_seed_41_composed.pt
0.5,16,42,0.12493434548377991,0.10230544,0.16712464,0.10200952,0.10304207,0.1646463,0.11047812,0.25437527894973755,0.2573184072971344,0.255846843123436,0.12440118470788002,0.12431207926571369,0.09717190265655518,0.999,0.0626548388270878,0.977,0.9765,0.976,1.0,16.0,0.14091131544113158,300,0.09597484016418457,239,0.03753207185864448,85,0.04956623393297195,273,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_050pct_seed_42_best_structure.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_050pct_seed_42_best_position.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_050pct_seed_42_best_magnitude.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_050pct_seed_42_best_global_sign.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_050pct_seed_42_composed.pt
0.5,16,43,0.12903691828250885,0.107125655,0.1704725,0.10826485,0.112128094,0.16263375,0.113596685,0.264008492231369,0.26514720916748047,0.26457785069942474,0.13276034900546074,0.13156810888648032,0.0975043922662735,1.0,0.06186713459672497,0.969,0.969,0.969,1.0,16.0,0.15197732388973237,151,0.10162357479333878,175,0.03609663695096969,99,0.054379213258624076,227,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_050pct_seed_43_best_structure.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_050pct_seed_43_best_position.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_050pct_seed_43_best_magnitude.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_050pct_seed_43_best_global_sign.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_050pct_seed_43_composed.pt
0.75,24,41,0.12200429290533066,0.10203926,0.15630384,0.10019437,0.101475894,0.16244239,0.10957004,0.2456117570400238,0.2558782696723938,0.2507450133562088,0.12339786978065967,0.12073022736608982,0.09927845746278763,0.998,0.05918220339622395,0.979,0.979,0.978,1.0,24.0,0.14124862217903136,252,0.10044234144687653,252,0.03499401342868805,152,0.047796462446451186,289,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_075pct_seed_41_best_structure.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_075pct_seed_41_best_position.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_075pct_seed_41_best_magnitude.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_075pct_seed_41_best_global_sign.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_075pct_seed_41_composed.pt
0.75,24,42,0.12493434548377991,0.10230544,0.16712464,0.10200952,0.10304207,0.1646463,0.11047812,0.25437527894973755,0.2573184072971344,0.255846843123436,0.11924022248387336,0.11928726752102375,0.09717190265655518,0.999,0.059559998189117606,0.981,0.9805,0.98,1.0,24.0,0.14091131544113158,300,0.09597484016418457,239,0.03753207185864448,85,0.04656544384360314,288,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_075pct_seed_42_best_structure.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_075pct_seed_42_best_position.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_075pct_seed_42_best_magnitude.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_075pct_seed_42_best_global_sign.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_075pct_seed_42_composed.pt
0.75,24,43,0.12903691828250885,0.107125655,0.1704725,0.10826485,0.112128094,0.16263375,0.113596685,0.264008492231369,0.26514720916748047,0.26457785069942474,0.12034683176875115,0.11863487389683723,0.0975043922662735,1.0,0.0518710536601767,0.98,0.98,0.98,1.0,24.0,0.15197732388973237,151,0.10162357479333878,175,0.03609663695096969,99,0.049925588488578795,218,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_075pct_seed_43_best_structure.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_075pct_seed_43_best_position.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_075pct_seed_43_best_magnitude.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_075pct_seed_43_best_global_sign.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_075pct_seed_43_composed.pt
1.0,32,41,0.12200429290533066,0.10203926,0.15630384,0.10019437,0.101475894,0.16244239,0.10957004,0.2456117570400238,0.2558782696723938,0.2507450133562088,0.12559564484655858,0.1254831453114748,0.09927845746278763,0.998,0.058782239086724655,0.976,0.975,0.974,1.0,32.0,0.14124862217903136,252,0.10044234144687653,252,0.03499401342868805,152,0.05876849192380905,277,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_100pct_seed_41_best_structure.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_100pct_seed_41_best_position.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_100pct_seed_41_best_magnitude.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_100pct_seed_41_best_global_sign.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_100pct_seed_41_composed.pt
1.0,32,42,0.12493434548377991,0.10230544,0.16712464,0.10200952,0.10304207,0.1646463,0.11047812,0.25437527894973755,0.2573184072971344,0.255846843123436,0.12680521765351296,0.12710706581175327,0.09717190265655518,0.999,0.06141377807172606,0.975,0.9745,0.974,1.0,32.0,0.14091131544113158,300,0.09597484016418457,239,0.03753207185864448,85,0.059764502346515654,184,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_100pct_seed_42_best_structure.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_100pct_seed_42_best_position.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_100pct_seed_42_best_magnitude.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_100pct_seed_42_best_global_sign.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_100pct_seed_42_composed.pt
1.0,32,43,0.12903691828250885,0.107125655,0.1704725,0.10826485,0.112128094,0.16263375,0.113596685,0.264008492231369,0.26514720916748047,0.26457785069942474,0.12818369486927986,0.12696086594462394,0.0975043922662735,1.0,0.05826703287531645,0.974,0.974,0.974,1.0,32.0,0.15197732388973237,151,0.10162357479333878,175,0.03609663695096969,99,0.05410666996240616,253,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_100pct_seed_43_best_structure.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_100pct_seed_43_best_position.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_100pct_seed_43_best_magnitude.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_100pct_seed_43_best_global_sign.pt,C:\Users\COM\Documents\KK-AI\Models\g05_separated_branch_checkpoints_v3\g05_100pct_seed_43_composed.pt
