model,model_description,input_policy,g05_fraction,g05_count_per_sample,run_count,seeds,parameter_count,std_definition,mean_position_mae_mean,mean_position_mae_std,position_error_1_mean,position_error_1_std,position_error_2_mean,position_error_2_std,mean_position_3d_error_mean,mean_position_3d_error_std,charge_mae_q1_mean,charge_mae_q1_std,charge_mae_q2_mean,charge_mae_q2_std,charge_magnitude_mae_mean,charge_magnitude_mae_std,relative_sign_accuracy_mean,relative_sign_accuracy_std,global_sign_bce_mean,global_sign_bce_std,global_sign_accuracy_mean,global_sign_accuracy_std,absolute_sign_accuracy_mean,absolute_sign_accuracy_std,signed_pair_accuracy_mean,signed_pair_accuracy_std
g05_full_reconstruction,"G05 context is available to position, magnitude, and relative-sign restoration as well as the q1-anchored global-sign prediction.","{""global_sign"":""G05 only"",""magnitude"":""G00 + masked G05"",""position"":""G00 + masked G05"",""relative_sign"":""G00 + masked G05""}",0.0,0,1,42,211946,sample std across independent seeds (ddof=1),0.1323583573102951,,0.27052420377731323,,0.2735902667045593,,0.2720572352409363,,0.10008078104257584,,0.09987621119618416,,0.09903010725975037,,0.997,,,,,,,,,
g05_full_reconstruction,"G05 context is available to position, magnitude, and relative-sign restoration as well as the q1-anchored global-sign prediction.","{""global_sign"":""G05 only"",""magnitude"":""G00 + masked G05"",""position"":""G00 + masked G05"",""relative_sign"":""G00 + masked G05""}",0.1,3,1,42,211946,sample std across independent seeds (ddof=1),0.12649275362491608,,0.25725695490837097,,0.26194116473197937,,0.25959905982017517,,0.15684606142342092,,0.15887219567596914,,0.10164747387170792,,0.998,,0.12036051458332066,,0.953,,0.952,,0.951,
g05_full_reconstruction,"G05 context is available to position, magnitude, and relative-sign restoration as well as the q1-anchored global-sign prediction.","{""global_sign"":""G05 only"",""magnitude"":""G00 + masked G05"",""position"":""G00 + masked G05"",""relative_sign"":""G00 + masked G05""}",0.25,8,1,42,211946,sample std across independent seeds (ddof=1),0.1293664276599884,,0.26989588141441345,,0.2620983421802521,,0.26599711179733276,,0.1321181510090828,,0.1324207403063774,,0.10143530368804932,,0.998,,0.08023100515445805,,0.971,,0.971,,0.97,
g05_full_reconstruction,"G05 context is available to position, magnitude, and relative-sign restoration as well as the q1-anchored global-sign prediction.","{""global_sign"":""G05 only"",""magnitude"":""G00 + masked G05"",""position"":""G00 + masked G05"",""relative_sign"":""G00 + masked G05""}",0.5,16,1,42,211946,sample std across independent seeds (ddof=1),0.12528714537620544,,0.256497859954834,,0.25979694724082947,,0.2581474035978317,,0.12105086344480515,,0.11898300597071648,,0.09669258445501328,,0.998,,0.06090767529033174,,0.98,,0.98,,0.979,
g05_full_reconstruction,"G05 context is available to position, magnitude, and relative-sign restoration as well as the q1-anchored global-sign prediction.","{""global_sign"":""G05 only"",""magnitude"":""G00 + masked G05"",""position"":""G00 + masked G05"",""relative_sign"":""G00 + masked G05""}",0.75,24,1,42,211946,sample std across independent seeds (ddof=1),0.12405010312795639,,0.25433748960494995,,0.25086718797683716,,0.25260233879089355,,0.12506003902852536,,0.12747135505080223,,0.10198699682950974,,0.996,,0.05787079090381471,,0.979,,0.977,,0.975,
g05_full_reconstruction,"G05 context is available to position, magnitude, and relative-sign restoration as well as the q1-anchored global-sign prediction.","{""global_sign"":""G05 only"",""magnitude"":""G00 + masked G05"",""position"":""G00 + masked G05"",""relative_sign"":""G00 + masked G05""}",1.0,32,1,42,211946,sample std across independent seeds (ddof=1),0.1269194781780243,,0.2607603967189789,,0.25896933674812317,,0.259864866733551,,0.12885898673534393,,0.1263956621438265,,0.10126496851444244,,1.0,,0.06467573435455697,,0.976,,0.976,,0.976,
g05_sign_only,"G00 restores ordered positions, magnitudes, and relative sign; G05 is restricted to the q1-anchored global-sign prediction.","{""global_sign"":""G05 only"",""magnitude"":""G00 only"",""position"":""G00 only"",""relative_sign"":""G00 only""}",0.0,0,1,42,211946,sample std across independent seeds (ddof=1),0.1323583573102951,,0.27052420377731323,,0.2735902667045593,,0.2720572352409363,,0.10008078104257584,,0.09987621119618416,,0.09903010725975037,,0.997,,,,,,,,,
g05_sign_only,"G00 restores ordered positions, magnitudes, and relative sign; G05 is restricted to the q1-anchored global-sign prediction.","{""global_sign"":""G05 only"",""magnitude"":""G00 only"",""position"":""G00 only"",""relative_sign"":""G00 only""}",0.1,3,1,42,211946,sample std across independent seeds (ddof=1),0.1340603530406952,,0.27790629863739014,,0.2722424566745758,,0.27507437765598297,,0.15346609035134315,,0.15586434711515904,,0.09896508604288101,,0.997,,0.1152472169946361,,0.953,,0.9515,,0.95,
g05_sign_only,"G00 restores ordered positions, magnitudes, and relative sign; G05 is restricted to the q1-anchored global-sign prediction.","{""global_sign"":""G05 only"",""magnitude"":""G00 only"",""position"":""G00 only"",""relative_sign"":""G00 only""}",0.25,8,1,42,211946,sample std across independent seeds (ddof=1),0.1323583573102951,,0.27052420377731323,,0.2735902667045593,,0.2720572352409363,,0.12452185747027397,,0.12666212448477746,,0.09903010725975037,,0.997,,0.07663876324403289,,0.976,,0.9755,,0.974,
g05_sign_only,"G00 restores ordered positions, magnitudes, and relative sign; G05 is restricted to the q1-anchored global-sign prediction.","{""global_sign"":""G05 only"",""magnitude"":""G00 only"",""position"":""G00 only"",""relative_sign"":""G00 only""}",0.5,16,1,42,211946,sample std across independent seeds (ddof=1),0.1323583573102951,,0.27052420377731323,,0.2735902667045593,,0.2720572352409363,,0.12447577294707299,,0.12591407838463783,,0.09903010725975037,,0.997,,0.062405328751013456,,0.977,,0.9765,,0.975,
g05_sign_only,"G00 restores ordered positions, magnitudes, and relative sign; G05 is restricted to the q1-anchored global-sign prediction.","{""global_sign"":""G05 only"",""magnitude"":""G00 only"",""position"":""G00 only"",""relative_sign"":""G00 only""}",0.75,24,1,42,211946,sample std across independent seeds (ddof=1),0.13015957176685333,,0.2681821882724762,,0.26622673869132996,,0.2672044634819031,,0.12322530534863473,,0.12499167770147324,,0.09927660971879959,,0.997,,0.0633457108913547,,0.977,,0.9765,,0.975,
g05_sign_only,"G00 restores ordered positions, magnitudes, and relative sign; G05 is restricted to the q1-anchored global-sign prediction.","{""global_sign"":""G05 only"",""magnitude"":""G00 only"",""position"":""G00 only"",""relative_sign"":""G00 only""}",1.0,32,1,42,211946,sample std across independent seeds (ddof=1),0.13399095833301544,,0.2761388421058655,,0.27354127168655396,,0.2748400568962097,,0.12733004748821258,,0.12643293190002441,,0.09836355596780777,,0.997,,0.061287186578681783,,0.976,,0.9745,,0.973,
