g05_fraction,g05_count,run_count,position_mae_x_mean,position_mae_x_std,position_mae_y_mean,position_mae_y_std,position_mae_z_mean,position_mae_z_std,mean_position_mae_mean,mean_position_mae_std,mean_position_3d_error_mean,mean_position_3d_error_std,charge_magnitude_mae_mean,charge_magnitude_mae_std,relative_sign_accuracy_mean,relative_sign_accuracy_std,relative_configuration_accuracy_mean,relative_configuration_accuracy_std,pairwise_relative_sign_accuracy_mean,pairwise_relative_sign_accuracy_std,charge_mae_mean,charge_mae_std,global_invariant_charge_mae_mean,global_invariant_charge_mae_std,global_sign_accuracy_mean,global_sign_accuracy_std,global_sign_bce_mean,global_sign_bce_std,absolute_sign_accuracy_mean,absolute_sign_accuracy_std,absolute_sign_set_accuracy_mean,absolute_sign_set_accuracy_std,observed_sample_fraction_mean,observed_sample_fraction_std,observations_per_sample_mean,observations_per_sample_std
0.0,0,1,0.4467733345031738,0.0,0.41532281494140627,0.0,0.22207925033569337,0.0,0.36139181900024414,0.0,0.7374743576049805,0.0,0.15709271430969238,0.0,0.9603999862670899,0.0,0.912,0.0,0.9493999862670899,0.0,0.1936996307373047,0.0,0.1936996307373047,0.0,,,,,,,,,0.0,0.0,0.0,0.0
0.1,3,1,0.4467733345031738,0.0,0.41532281494140627,0.0,0.22207925033569337,0.0,0.36139181900024414,0.0,0.7374743576049805,0.0,0.15709271430969238,0.0,0.9603999862670899,0.0,0.912,0.0,0.9493999862670899,0.0,0.31478701400756837,0.0,0.1936996307373047,0.0,0.848,0.0,0.36116485595703124,0.0,0.8604000015258789,0.0,0.819,0.0,1.0,0.0,3.0,0.0
0.25,8,1,0.4467733345031738,0.0,0.41532281494140627,0.0,0.22207925033569337,0.0,0.36139181900024414,0.0,0.7374743576049805,0.0,0.15709271430969238,0.0,0.9603999862670899,0.0,0.912,0.0,0.9493999862670899,0.0,0.2883612079620361,0.0,0.1936996307373047,0.0,0.865,0.0,0.34001052474975585,0.0,0.8822000045776367,0.0,0.841,0.0,1.0,0.0,8.0,0.0
0.5,16,1,0.4467733345031738,0.0,0.41532281494140627,0.0,0.22207925033569337,0.0,0.36139181900024414,0.0,0.7374743576049805,0.0,0.15709271430969238,0.0,0.9603999862670899,0.0,0.912,0.0,0.9493999862670899,0.0,0.2844460716247559,0.0,0.1936996307373047,0.0,0.868,0.0,0.34049124908447265,0.0,0.8852000122070313,0.0,0.844,0.0,1.0,0.0,16.0,0.0
0.75,24,1,0.4467733345031738,0.0,0.41532281494140627,0.0,0.22207925033569337,0.0,0.36139181900024414,0.0,0.7374743576049805,0.0,0.15709271430969238,0.0,0.9603999862670899,0.0,0.912,0.0,0.9493999862670899,0.0,0.2889731330871582,0.0,0.1936996307373047,0.0,0.859,0.0,0.3418103485107422,0.0,0.8810000076293946,0.0,0.84,0.0,1.0,0.0,24.0,0.0
1.0,32,1,0.4467733345031738,0.0,0.41532281494140627,0.0,0.22207925033569337,0.0,0.36139181900024414,0.0,0.7374743576049805,0.0,0.15709271430969238,0.0,0.9603999862670899,0.0,0.912,0.0,0.9493999862670899,0.0,0.28955789375305174,0.0,0.1936996307373047,0.0,0.862,0.0,0.33500267028808595,0.0,0.8808000030517578,0.0,0.839,0.0,1.0,0.0,32.0,0.0
