protocol_version,protocol_fingerprint,run_fingerprint,run_id,model_name,charge_count,g05_fraction,g05_count_per_sample,seed,model,checkpoint_selection,selection_objective,selected_epoch,selected_validation_loss,selected_validation_global_sign,selected_validation_magnitude,selected_validation_position,selected_validation_relative_sign,selected_validation_structure,selected_validation_total,global_sign_in_selection_objective,global_sign_metrics_note,primary_metrics,parameter_count,epochs_completed,elapsed_seconds,checkpoint_path,absolute_sign_accuracy,absolute_sign_set_accuracy,charge_mae,charge_magnitude_mae,global_invariant_charge_mae,global_sign_accuracy,global_sign_bce,mean_position_3d_error,mean_position_mae,observations_per_sample,observed_sample_fraction,pairwise_relative_sign_accuracy,position_mae_x,position_mae_y,position_mae_z,relative_configuration_accuracy,relative_sign_accuracy
new-learning9-g05-routing-v1,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,5677a97adc2fd5fbf9112be98b6bbbf723da880453e018358e179cc3f29a8a2e,g05_full_reconstruction__g05_000pct__seed_43__5677a97adc2f,g05_full_reconstruction,5,0.0,0,43,g05_full_reconstruction,structure,validation_loss.structure,31,0.5999058632850647,,0.0743892343044281,0.4678407955169678,0.05767583599686622,0.5999058632850647,0.5999058632850647,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,"[""position_mae_x"",""position_mae_y"",""position_mae_z"",""mean_position_mae"",""mean_position_3d_error"",""charge_magnitude_mae"",""relative_sign_accuracy"",""relative_configuration_accuracy"",""pairwise_relative_sign_accuracy""]",406969,300,199.7783519999939,C:\Users\COM\Documents\GitHub\KK-AI\Models\new_learning9_experiments\5point_routing_v1_seed43\g05_full_reconstruction__g05_000pct__seed_43__5677a97adc2f\best_structure.pt,,,0.19724883460998535,0.15873043632507325,0.19724883460998535,,,0.7661625061035157,0.3748277015686035,0.0,0.0,0.9473999938964843,0.4418797950744629,0.45999319076538087,0.22261006546020506,0.909,0.9596000137329102
new-learning9-g05-routing-v1,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,b4e053f4082b1f718e822a6ad74bec710a25a4f29a980175e5ab94bc3ceb1c8c,g05_full_reconstruction__g05_010pct__seed_43__b4e053f4082b,g05_full_reconstruction,5,0.1,3,43,g05_full_reconstruction,structure,validation_loss.structure,27,0.5964744434356689,0.37536359167099,0.07357158869504929,0.4682438440322876,0.054659009933471676,0.5964744434356689,0.9718380351066589,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,"[""position_mae_x"",""position_mae_y"",""position_mae_z"",""mean_position_mae"",""mean_position_3d_error"",""charge_magnitude_mae"",""relative_sign_accuracy"",""relative_configuration_accuracy"",""pairwise_relative_sign_accuracy""]",406969,300,304.9327062999946,C:\Users\COM\Documents\GitHub\KK-AI\Models\new_learning9_experiments\5point_routing_v1_seed43\g05_full_reconstruction__g05_010pct__seed_43__b4e053f4082b\best_structure.pt,0.8652000045776367,0.827,0.3081384162902832,0.15770724487304688,0.19312393188476562,0.848,0.3679371490478516,0.7648545761108398,0.37458877182006833,3.0,1.0,0.9521999893188476,0.45175109481811526,0.44481019592285154,0.22720494842529296,0.917,0.9628000030517578
new-learning9-g05-routing-v1,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,fe84a1df815e99eab2e9c20b7faa6f4cb361701cdd2c31a46c290a7626838511,g05_full_reconstruction__g05_025pct__seed_43__fe84a1df815e,g05_full_reconstruction,5,0.25,8,43,g05_full_reconstruction,structure,validation_loss.structure,33,0.5974098076820373,0.3568475744724274,0.07334905797243119,0.46267149472236635,0.061389246582984926,0.5974098076820373,0.9542573821544647,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,"[""position_mae_x"",""position_mae_y"",""position_mae_z"",""mean_position_mae"",""mean_position_3d_error"",""charge_magnitude_mae"",""relative_sign_accuracy"",""relative_configuration_accuracy"",""pairwise_relative_sign_accuracy""]",406969,300,305.69494650000706,C:\Users\COM\Documents\GitHub\KK-AI\Models\new_learning9_experiments\5point_routing_v1_seed43\g05_full_reconstruction__g05_025pct__seed_43__fe84a1df815e\best_structure.pt,0.8852000045776367,0.842,0.2826988143920898,0.15586507225036622,0.19522592735290528,0.87,0.3496052207946777,0.7628705673217774,0.3734630241394043,8.0,1.0,0.9471999969482422,0.444386775970459,0.4544422607421875,0.2215600070953369,0.909,0.96
new-learning9-g05-routing-v1,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,fa2e48ef75021dc2d35eba347224dbae3c602d7963e274cf0448dc6d2167c17b,g05_full_reconstruction__g05_050pct__seed_43__fa2e48ef7502,g05_full_reconstruction,5,0.5,16,43,g05_full_reconstruction,structure,validation_loss.structure,33,0.5948610897064209,0.3562797310352325,0.07372922784090043,0.4632988200187683,0.05783303362131119,0.5948610897064209,0.9511408207416534,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,"[""position_mae_x"",""position_mae_y"",""position_mae_z"",""mean_position_mae"",""mean_position_3d_error"",""charge_magnitude_mae"",""relative_sign_accuracy"",""relative_configuration_accuracy"",""pairwise_relative_sign_accuracy""]",406969,300,297.21523929999967,C:\Users\COM\Documents\GitHub\KK-AI\Models\new_learning9_experiments\5point_routing_v1_seed43\g05_full_reconstruction__g05_050pct__seed_43__fa2e48ef7502\best_structure.pt,0.8866000061035156,0.845,0.2809989128112793,0.15664954566955566,0.19526694107055664,0.873,0.34209753036499024,0.7612381362915039,0.3736243209838867,16.0,1.0,0.9472000122070312,0.44515294647216797,0.45429349899291993,0.2214264850616455,0.908,0.9583999938964843
new-learning9-g05-routing-v1,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,d87f793ac782787cc658f5a5645c7e60404388879240b0b85ba5369628b6b939,g05_full_reconstruction__g05_075pct__seed_43__d87f793ac782,g05_full_reconstruction,5,0.75,24,43,g05_full_reconstruction,structure,validation_loss.structure,26,0.5971823506355286,0.35340508699417117,0.074294773042202,0.46660291957855227,0.05628466010093689,0.5971823506355286,0.9505874376296998,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,"[""position_mae_x"",""position_mae_y"",""position_mae_z"",""mean_position_mae"",""mean_position_3d_error"",""charge_magnitude_mae"",""relative_sign_accuracy"",""relative_configuration_accuracy"",""pairwise_relative_sign_accuracy""]",406969,300,287.32281549999607,C:\Users\COM\Documents\GitHub\KK-AI\Models\new_learning9_experiments\5point_routing_v1_seed43\g05_full_reconstruction__g05_075pct__seed_43__d87f793ac782\best_structure.pt,0.8882000045776367,0.848,0.2803335628509521,0.15612986183166505,0.19492389488220216,0.875,0.34150933074951173,0.7650309982299804,0.3758658332824707,24.0,1.0,0.9482000045776368,0.4521459541320801,0.45148019409179685,0.22397129440307617,0.91,0.9595999908447266
new-learning9-g05-routing-v1,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,dbf9e42ecafaa9c921dbb0995b2aaf5574a59a97aaaa3588d97b8829b58d4588,g05_full_reconstruction__g05_100pct__seed_43__dbf9e42ecafa,g05_full_reconstruction,5,1.0,32,43,g05_full_reconstruction,structure,validation_loss.structure,26,0.5975169048309327,0.3511271677017212,0.07336975514888763,0.4670393805503845,0.05710779157280922,0.5975169048309327,0.9486440725326539,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,"[""position_mae_x"",""position_mae_y"",""position_mae_z"",""mean_position_mae"",""mean_position_3d_error"",""charge_magnitude_mae"",""relative_sign_accuracy"",""relative_configuration_accuracy"",""pairwise_relative_sign_accuracy""]",406969,300,285.7434227999911,C:\Users\COM\Documents\GitHub\KK-AI\Models\new_learning9_experiments\5point_routing_v1_seed43\g05_full_reconstruction__g05_100pct__seed_43__dbf9e42ecafa\best_structure.pt,0.8886000061035156,0.852,0.2787014503479004,0.15529882049560548,0.18934203720092774,0.871,0.33680766296386716,0.7598246459960938,0.37183147048950194,32.0,1.0,0.9527999877929687,0.44576039505004883,0.4478859405517578,0.22184802436828613,0.918,0.9632000045776368
new-learning9-g05-routing-v1,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,e70a7bddfd5e796e981d76ee7451e541115ebeacefff2e6557ae620be9acbe1d,g05_sign_only__g05_000pct__seed_43__e70a7bddfd5e,g05_sign_only,5,0.0,0,43,g05_sign_only,structure,validation_loss.structure,31,0.5999058632850647,,0.0743892343044281,0.4678407955169678,0.05767583599686622,0.5999058632850647,0.5999058632850647,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,"[""position_mae_x"",""position_mae_y"",""position_mae_z"",""mean_position_mae"",""mean_position_3d_error"",""charge_magnitude_mae"",""relative_sign_accuracy"",""relative_configuration_accuracy"",""pairwise_relative_sign_accuracy""]",406969,300,194.4677698000014,C:\Users\COM\Documents\GitHub\KK-AI\Models\new_learning9_experiments\5point_routing_v1_seed43\g05_sign_only__g05_000pct__seed_43__e70a7bddfd5e\best_structure.pt,,,0.19724883460998535,0.15873043632507325,0.19724883460998535,,,0.7661625061035157,0.3748277015686035,0.0,0.0,0.9473999938964843,0.4418797950744629,0.45999319076538087,0.22261006546020506,0.909,0.9596000137329102
new-learning9-g05-routing-v1,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,569719e6de6cdb4e00dd6d09952dc36b82f46805adb56de71f1c40012728b65f,g05_sign_only__g05_010pct__seed_43__569719e6de6c,g05_sign_only,5,0.1,3,43,g05_sign_only,structure,validation_loss.structure,31,0.5999058632850647,0.37580735206604005,0.0743892343044281,0.4678407955169678,0.05767583599686622,0.5999058632850647,0.9757132153511048,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,"[""position_mae_x"",""position_mae_y"",""position_mae_z"",""mean_position_mae"",""mean_position_3d_error"",""charge_magnitude_mae"",""relative_sign_accuracy"",""relative_configuration_accuracy"",""pairwise_relative_sign_accuracy""]",406969,300,244.65151769999648,C:\Users\COM\Documents\GitHub\KK-AI\Models\new_learning9_experiments\5point_routing_v1_seed43\g05_sign_only__g05_010pct__seed_43__569719e6de6c\best_structure.pt,0.8678000030517579,0.824,0.3057953987121582,0.15873043632507325,0.19724883460998535,0.853,0.36530050277709963,0.7661625061035157,0.3748277015686035,3.0,1.0,0.9473999938964843,0.4418797950744629,0.45999319076538087,0.22261006546020506,0.909,0.9596000137329102
new-learning9-g05-routing-v1,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,559b9cd8371efff442574ce1d58fdc47534fac4c4c7ce90a3053e2b42851d52c,g05_sign_only__g05_025pct__seed_43__559b9cd8371e,g05_sign_only,5,0.25,8,43,g05_sign_only,structure,validation_loss.structure,31,0.5999058632850647,0.3595487148761749,0.0743892343044281,0.4678407955169678,0.05767583599686622,0.5999058632850647,0.9594545781612396,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,"[""position_mae_x"",""position_mae_y"",""position_mae_z"",""mean_position_mae"",""mean_position_3d_error"",""charge_magnitude_mae"",""relative_sign_accuracy"",""relative_configuration_accuracy"",""pairwise_relative_sign_accuracy""]",406969,300,253.6545788999938,C:\Users\COM\Documents\GitHub\KK-AI\Models\new_learning9_experiments\5point_routing_v1_seed43\g05_sign_only__g05_025pct__seed_43__559b9cd8371e\best_structure.pt,0.8804000015258789,0.837,0.2910685920715332,0.15873043632507325,0.19724883460998535,0.864,0.3517534828186035,0.7661625061035157,0.3748277015686035,8.0,1.0,0.9473999938964843,0.4418797950744629,0.45999319076538087,0.22261006546020506,0.909,0.9596000137329102
new-learning9-g05-routing-v1,e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,9763f0d661752b97e111f88d937312148c676468dec7291afd092bb32c50ecc6,g05_sign_only__g05_050pct__seed_43__9763f0d66175,g05_sign_only,5,0.5,16,43,g05_sign_only,structure,validation_loss.structure,31,0.5999058632850647,0.3506477074623108,0.0743892343044281,0.4678407955169678,0.05767583599686622,0.5999058632850647,0.9505535707473755,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,"[""position_mae_x"",""position_mae_y"",""position_mae_z"",""mean_position_mae"",""mean_position_3d_error"",""charge_magnitude_mae"",""relative_sign_accuracy"",""relative_configuration_accuracy"",""pairwise_relative_sign_accuracy""]",406969,300,253.51487230000203,C:\Users\COM\Documents\GitHub\KK-AI\Models\new_learning9_experiments\5point_routing_v1_seed43\g05_sign_only__g05_050pct__seed_43__9763f0d66175\best_structure.pt,0.8796000061035156,0.837,0.29180274391174316,0.15873043632507325,0.19724883460998535,0.864,0.3409062690734863,0.7661625061035157,0.3748277015686035,16.0,1.0,0.9473999938964843,0.4418797950744629,0.45999319076538087,0.22261006546020506,0.909,0.9596000137329102
