protocol_fingerprint,checkpoint_selection,selection_objective,model_a,model_b,g05_fraction,g05_count_per_sample,metric,metric_role,global_sign_in_selection_objective,global_sign_metrics_note,improvement_definition,paired_seed_count,paired_seeds,delta_mean,delta_std,improvement_mean,improvement_std
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.1,3,mean_position_3d_error,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,-0.0013079299926758159,,0.0013079299926758159,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.1,3,mean_position_mae,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,-0.00023892974853517712,,0.00023892974853517712,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.1,3,pairwise_relative_sign_accuracy,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,0.004799995422363312,,0.004799995422363312,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.1,3,position_mae_x,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,0.009871299743652362,,-0.009871299743652362,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.1,3,position_mae_y,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,-0.01518299484252933,,0.01518299484252933,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.1,3,position_mae_z,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,0.004594882965087893,,-0.004594882965087893,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.1,3,relative_configuration_accuracy,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,0.008000000000000007,,0.008000000000000007,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.1,3,relative_sign_accuracy,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,0.0031999893188476847,,0.0031999893188476847,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.25,8,absolute_sign_accuracy,secondary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,0.004800003051757762,,0.004800003051757762,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.25,8,absolute_sign_set_accuracy,secondary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,0.0050000000000000044,,0.0050000000000000044,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.25,8,charge_mae,secondary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,-0.008369777679443358,,0.008369777679443358,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.25,8,charge_magnitude_mae,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,-0.0028653640747070275,,0.0028653640747070275,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.25,8,global_invariant_charge_mae,secondary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,-0.00202290725708007,,0.00202290725708007,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.25,8,global_sign_accuracy,secondary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,0.006000000000000005,,0.006000000000000005,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.25,8,global_sign_bce,secondary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,-0.0021482620239258177,,0.0021482620239258177,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.25,8,mean_position_3d_error,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,-0.0032919387817382795,,0.0032919387817382795,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.25,8,mean_position_mae,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,-0.0013646774291992125,,0.0013646774291992125,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.25,8,pairwise_relative_sign_accuracy,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,-0.00019999694824213154,,-0.00019999694824213154,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.25,8,position_mae_x,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,0.0025069808959961026,,-0.0025069808959961026,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.25,8,position_mae_y,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,-0.005550930023193346,,0.005550930023193346,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.25,8,position_mae_z,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,-0.001050058364868156,,0.001050058364868156,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.25,8,relative_configuration_accuracy,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,0.0,,0.0,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.25,8,relative_sign_accuracy,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,0.00039998626708981355,,0.00039998626708981355,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.5,16,absolute_sign_accuracy,secondary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,0.007000000000000006,,0.007000000000000006,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.5,16,absolute_sign_set_accuracy,secondary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,0.008000000000000007,,0.008000000000000007,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.5,16,charge_mae,secondary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,-0.010803831100463845,,0.010803831100463845,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.5,16,charge_magnitude_mae,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,-0.0020808906555175866,,0.0020808906555175866,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.5,16,global_invariant_charge_mae,secondary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,-0.0019818935394287085,,0.0019818935394287085,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.5,16,global_sign_accuracy,secondary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,0.009000000000000008,,0.009000000000000008,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.5,16,global_sign_bce,secondary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,0.0011912612915039311,,-0.0011912612915039311,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.5,16,mean_position_3d_error,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,-0.00492436981201172,,0.00492436981201172,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.5,16,mean_position_mae,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,-0.0012033805847168066,,0.0012033805847168066,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.5,16,pairwise_relative_sign_accuracy,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,-0.00019998168945312145,,-0.00019998168945312145,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.5,16,position_mae_x,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,0.0032731513977050652,,-0.0032731513977050652,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.5,16,position_mae_y,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,-0.005699691772460935,,0.005699691772460935,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.5,16,position_mae_z,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,-0.0011835803985595639,,0.0011835803985595639,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.5,16,relative_configuration_accuracy,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,-0.0010000000000000009,,-0.0010000000000000009,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.5,16,relative_sign_accuracy,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,-0.0012000198364258141,,-0.0012000198364258141,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.75,24,absolute_sign_accuracy,secondary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,-0.004799995422363312,,-0.004799995422363312,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.75,24,absolute_sign_set_accuracy,secondary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,-0.0020000000000000018,,-0.0020000000000000018,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.75,24,charge_mae,secondary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,0.004159948348999021,,-0.004159948348999021,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.75,24,charge_magnitude_mae,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,-0.0026005744934081976,,0.0026005744934081976,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.75,24,global_invariant_charge_mae,secondary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,-0.002324939727783193,,0.002324939727783193,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.75,24,global_sign_accuracy,secondary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,-0.0040000000000000036,,-0.0040000000000000036,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.75,24,global_sign_bce,secondary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,0.0072880058288574134,,-0.0072880058288574134,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.75,24,mean_position_3d_error,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,-0.0011315078735352202,,0.0011315078735352202,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.75,24,mean_position_mae,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,0.0010381317138671853,,-0.0010381317138671853,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.75,24,pairwise_relative_sign_accuracy,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,0.0008000106811524299,,0.0008000106811524299,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.75,24,position_mae_x,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,0.010266159057617186,,-0.010266159057617186,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.75,24,position_mae_y,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,-0.008512996673584017,,0.008512996673584017,
e9b0d8af58d4c2952687896959fd025c764afa044ce12a0a240a283e4fd284e6,structure,validation_loss.structure,g05_sign_only,g05_full_reconstruction,0.75,24,position_mae_z,primary,False,Global-sign and absolute-sign metrics are secondary diagnostics: structure selection does not optimize global-sign performance; training still uses the unchanged total loss.,positive means g05_full_reconstruction is better,1,43,0.0013612289428711066,,-0.0013612289428711066,
